Day of Start Time,Location Name,Shift Name,Calculated OEE,Avg. Availability,Avg. Performance,Avg. Quality,Down Seconds,Out Count,Target,Theoretical Quantity
2-Mar-20,Packing Line 02,1st,75.00%,1,0.749900818,1,0,12579.96875,0.600000038,16775.51
3-Mar-20,Packing Line 02,1st,43.70%,0.60518837,0.721744003,1,9725,7427.999512,0.599999962,17005.842
4-Mar-20,Packing Line 02,1st,41.00%,0.818658657,0.683051605,1,10199,8248.995117,1.200000114,20131.479
5-Mar-20,Packing Line 02,1st,81.80%,0.975539474,0.931661797,1,900,12161.00244,1.200000076,14875.064
6-Mar-20,Packing Line 02,1st,81.60%,0.896201706,0.910278168,1,2700,14847.00195,0.599999962,18199.475
7-Mar-20,Packing Line 02,1st,64.20%,0.895613327,0.406292152,0.5,5397,10966.00098,1.2,17070.068
9-Mar-20,Packing Line 02,1st,74.60%,0.907479706,0.82253334,1,2417,13517.00586,0.599999962,18108.816
10-Mar-20,Packing Line 02,1st,60.90%,0.896899872,0.679006958,1,2022,8030.999023,0.599999924,13187.164
11-Mar-20,Packing Line 02,1st,46.90%,0.855282211,0.54780777,1,3000,11323.00195,0.600000038,24167.07
12-Mar-20,Packing Line 02,1st,57.20%,1,0.587284889,1,0,9255.000366,1.199999924,16192.664
13-Mar-20,Packing Line 02,1st,51.60%,0.94183342,0.54827034,1,1500,15529.99707,0.600000038,30074.781
14-Mar-20,Packing Line 02,1st,53.00%,0.975113068,0.543058815,1,600,14884.00684,0.600000038,28107.229
15-Mar-20,Packing Line 02,1st,20.70%,0.420038528,0.492179222,1,301,123,0.599999962,594.9668
16-Mar-20,Packing Line 02,1st,44.40%,0.85800209,0.517781677,1,1936,7057.001953,0.600000076,15884.927
17-Mar-20,Packing Line 02,1st,48.20%,0.829237442,0.612562141,1,1844,12196.9971,1.800000038,25298.561
18-Mar-20,Packing Line 02,1st,57.60%,0.920150566,0.649222126,1,1688,12758.99902,1.2,22164.82
19-Mar-20,Packing Line 02,1st,58.60%,0.979515839,0.597779388,1,297,9685.003906,0.600000038,16540.453
20-Mar-20,Packing Line 02,1st,54.90%,0.990449142,0.554778938,1,131,8791,0.600000038,15998.753
21-Mar-20,Packing Line 02,1st,32.40%,0.761512833,0.425737724,1,9301,14767.00488,0.600000038,45548.398
22-Mar-20,Packing Line 02,1st,68.40%,1,0.683818359,1,0,10469.00293,0.600000038,15309.626
23-Mar-20,Packing Line 02,1st,39.90%,0.944669876,0.422736931,1,300,2521.997559,0.600000038,6315.3066
24-Mar-20,Packing Line 02,1st,45.90%,0.905546227,0.484726696,1,2188,13147.00195,1.200000191,28648.77
25-Mar-20,Packing Line 02,1st,29.40%,0.728326416,0.404015884,1,3469,4381.001465,0.600000038,14888.429
26-Mar-20,Packing Line 02,1st,50.40%,0.970061874,0.519188995,1,460,9016,0.599999962,17901.48
27-Mar-20,Packing Line 02,1st,54.30%,0.954225388,0.56872551,1,533,7365,0.600000038,13571.226
28-Mar-20,Packing Line 02,1st,31.70%,0.613948936,0.51677906,1,4716,3206,0.599999962,10104.768
29-Mar-20,Packing Line 02,1st,64.60%,0.988062363,0.653754807,1,134,8451.996094,0.600000038,13084.587
30-Mar-20,Packing Line 02,1st,62.20%,1,0.62212204,1,0,7615.998535,0.599999962,12241.969
31-Mar-20,Packing Line 02,1st,43.20%,0.8262146,0.510573959,1,4500,12296.00415,1.200000076,28468.041
1-Apr-20,Packing Line 02,1st,49.50%,0.993453369,0.498721848,1,253,17506.00781,0.600000038,35333.059
2-Apr-20,Packing Line 02,1st,32.90%,0.963744812,0.341319046,1,395,4174.999023,0.600000076,12692.108
3-Apr-20,Packing Line 02,1st,30.10%,0.921977539,0.326209145,1,1070,4759,0.600000076,15823.38
6-Apr-20,Packing Line 02,1st,22.70%,0.707104492,0.320802078,1,5343,4822.998535,0.600000038,21261.621
7-Apr-20,Packing Line 02,1st,40.00%,1,0.39995018,1,0,9889.00293,0.599999962,24725.588
10-Apr-20,Packing Line 02,1st,32.50%,0.84636673,0.385841198,1,3900,9385.005859,1.200000038,28869.26
8-Jan-20,Packing Line 03,3rd,0.20%,0,0,1,21475,23.00000191,0.600000038,15029.087
21-Jan-20,Packing Line 03,3rd,29.10%,1,0.304805527,0.953124924,0,61.00001144,0.600000038,209.97
22-Jan-20,Packing Line 03,3rd,,0,0,0.957446823,0,90,0,0
27-Jan-20,Packing Line 03,3rd,19.20%,0.5,0.096195574,0.497936707,0,723.999939,1.200000305,3779.1277
13-Mar-20,Packing Line 03,3rd,0.00%,0,0,0,1403,0,0.600000076,980.76324
20-Mar-20,Packing Line 03,3rd,0.00%,0,0,0,54746,0,0.599999962,38320.102
21-Mar-20,Packing Line 03,3rd,0.00%,0,0,0,29450,0,1.200000114,20611.008
24-Mar-20,Packing Line 03,3rd,,0,0,0,0,0,0,0
27-Mar-20,Packing Line 03,3rd,67.60%,0.900204391,0.75062439,1,2099,9947.996094,0.600000038,14722.168
28-Mar-20,Packing Line 03,3rd,69.50%,0.937007713,0.73481781,1,1319,10376.00464,1.200000076,14933.441
29-Mar-20,Packing Line 03,3rd,37.40%,0.767371178,0.522400513,1,5672,4932.00293,1.200000076,13182.372
31-Mar-20,Packing Line 03,3rd,46.20%,0.811371765,0.569644508,1,2999,4780.001465,0.600000038,10341.993
1-Apr-20,Packing Line 03,3rd,62.10%,0.947216301,0.681550674,1,1735,9622.000732,1.200000114,15492.764
2-Apr-20,Packing Line 03,3rd,56.00%,0.909027863,0.616275902,1,2100,9052.016602,0.600000038,16158.199
6-Apr-20,Packing Line 03,3rd,20.70%,0.439110069,0.470848351,1,5748,1483,0.600000038,7172.7666
7-Apr-20,Packing Line 03,3rd,33.10%,0.61669075,0.536650467,1,5034,2979.000488,0.600000038,9001.4326
8-Apr-20,Packing Line 03,3rd,55.30%,0.782722092,0.706672745,1,1499,2671.001465,0.600000038,4828.8999
9-Apr-20,Packing Line 03,3rd,22.10%,0.575754356,0.38329052,1,3979,1270,0.600000076,5754.9087
7-Jan-20,Packing Line 03,2nd,8.00%,0.330893402,0.243809128,0.991118927,13346,1116.000854,0.600000038,13957.278
14-Jan-20,Packing Line 03,2nd,3.50%,0.143476362,0.181025629,0.988461533,9505,278,1.2,7910.3052
15-Jan-20,Packing Line 03,2nd,4.60%,0.163864079,0.287457771,0.981065063,21431,829.0004272,0.600000038,17939.037
16-Jan-20,Packing Line 03,2nd,9.30%,0.267152634,0.352379303,0.988175659,13170,1169.999878,0.600000038,12577.137
23-Jan-20,Packing Line 03,2nd,8.20%,0.253795242,0.326724052,0.991423645,14992,1156.001221,0.600000038,14061.591
24-Jan-20,Packing Line 03,2nd,9.20%,0.343151283,0.272780418,0.98253273,2297,224.9999695,0.600000038,2446.4514
27-Jan-20,Packing Line 03,2nd,3.90%,0.161308365,0.241742516,0.998719482,24000,780.0003662,0.600000038,20028.174
3-Feb-20,Packing Line 03,2nd,4.60%,0.169587345,0.274054642,0.981283417,19097,734.0004883,0.600000038,16094.271
5-Feb-20,Packing Line 03,2nd,29.60%,0.935189285,0.332025604,0.953893509,291,931.0006104,0.600000038,3143.2507
10-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,25,0,0.600000038,16.666666
11-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,3947,0,0.600000038,2761.9736
16-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,4351,0,0.600000038,2553.7781
19-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,82001,0,0.600000038,47831.598
20-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,378,0,0.600000038,262.33334
21-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,11627,0,0.600000038,8136.4722
22-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,86425,0,0.600000038,60488.285
23-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,86460,0,0.600000038,60513.355
24-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,3866,0,0.600000038,2705.5808
25-Mar-20,Packing Line 03,2nd,0.00%,0,0,0,52948,0,1.2,37057.039
27-Mar-20,Packing Line 03,2nd,74.00%,0.482903862,0.425879593,0.5,1176,4648.000977,1.2,6280.0435
28-Mar-20,Packing Line 03,2nd,68.90%,1,0.689196243,1,0,11793.01074,0.600000038,17111.252
29-Mar-20,Packing Line 03,2nd,67.80%,0.956488037,0.70844162,1,899,9798.995117,0.599999962,14460.987
30-Mar-20,Packing Line 03,2nd,22.50%,0.562419786,0.619028187,1,8802,2157.000366,1.200000038,9582.748
31-Mar-20,Packing Line 03,2nd,58.70%,0.947931137,0.619177284,1,599,4726.000488,0.600000038,8051.9663
1-Apr-20,Packing Line 03,2nd,67.60%,1,0.675971069,1,0,9834.006836,0.600000038,14547.97
2-Apr-20,Packing Line 03,2nd,79.20%,1,0.791869965,1,0,13331.02344,0.600000038,16834.865
6-Apr-20,Packing Line 03,2nd,51.00%,0.708904114,0.719348221,1,2975,3560.000488,0.600000038,6981.0928
7-Apr-20,Packing Line 03,2nd,57.30%,0.383859978,0.373112183,0.5,272,470.000061,0.600000038,820.40002
8-Apr-20,Packing Line 03,2nd,90.20%,1,0.90197876,1,0,34,0.600000038,37.694901
9-Apr-20,Packing Line 03,2nd,56.00%,0.925911636,0.605102844,1,384,1991.999756,0.600000076,3555.4167
10-Apr-20,Packing Line 03,2nd,69.60%,0.990059357,0.704948044,1,77,4648.000244,1.2,6674.7051
9-Jan-20,Packing Line 03,1st,10.10%,0.379239006,0.271549664,0.982456131,5400,616.0001221,0.600000038,6088.4302
15-Jan-20,Packing Line 03,1st,7.70%,0.309785061,0.250961876,0.986641235,19941,1551.002441,0.600000038,20220.18
16-Jan-20,Packing Line 03,1st,12.10%,0.370285435,0.316564016,0.990737953,15394,2181.999329,1.200000076,17991.5
17-Jan-20,Packing Line 03,1st,13.80%,0.424681768,0.339666042,0.983143272,18122,2973.003845,1.200000038,21499.531
18-Jan-20,Packing Line 03,1st,26.70%,1,0.266704712,1,0,167.9999542,0.600000038,629.90997
22-Jan-20,Packing Line 03,1st,3.00%,0.104257164,0.286984768,0.98755188,10310,237.9999542,0.600000038,8054.752
24-Jan-20,Packing Line 03,1st,5.30%,0.18671957,0.289334774,0.975308685,20907,948.0009155,0.600000038,17991.865
27-Jan-20,Packing Line 03,1st,10.50%,0.381376114,0.283969231,0.972746277,3893,464.0001221,0.600000038,4404.4707
28-Jan-20,Packing Line 03,1st,4.00%,0.136216583,0.302862015,0.977719498,45657,1492.001831,0.600000038,36989.656
30-Jan-20,Packing Line 03,1st,4.10%,0.111059647,0.382561646,0.959501572,9597,307.9999695,0.599999962,7555.2231
3-Feb-20,Packing Line 03,1st,11.50%,0.505630302,0.231278152,0.980984421,5400,877.0011597,0.600000076,7644.8745
6-Feb-20,Packing Line 03,1st,5.90%,0.231249504,0.267183685,0.959001694,9973,537.9994507,0.600000038,9079.7031
12-Feb-20,Packing Line 03,1st,0.00%,0,0,0,101,0,0.600000038,70.592003
17-Mar-20,Packing Line 03,1st,0.00%,0,0,0,86407,0,0.600000038,50401.957
18-Mar-20,Packing Line 03,1st,0.00%,0,0,0,86460,0,0.600000038,50432.121
19-Mar-20,Packing Line 03,1st,0.00%,0,0,0,27295,0,0.600000038,15921.174
22-Mar-20,Packing Line 03,1st,0.00%,0,0,0,11316,0,1.200000114,7918.4712
25-Mar-20,Packing Line 03,1st,0.00%,0,0,0,12923,0,0.600000038,9044.4756
26-Mar-20,Packing Line 03,1st,0.00%,0,0,0,96092,0,1.200000076,64694.152
27-Mar-20,Packing Line 03,1st,0.00%,0,0,0,16677,0,0.600000038,11671.399
28-Mar-20,Packing Line 03,1st,63.20%,0.8988311,0.701833916,1,2399,10332.99805,1.200000076,16352.535
29-Mar-20,Packing Line 03,1st,63.30%,0.85025013,0.743111343,1,3636,10518.99951,1.199999924,16611.178
30-Mar-20,Packing Line 03,1st,40.60%,0.74378355,0.552605152,1,6769,6063.996338,1.200000076,14929.982
1-Apr-20,Packing Line 03,1st,39.20%,0.937517357,0.534095249,1,1800,4363.010132,1.200000076,11132.056
2-Apr-20,Packing Line 03,1st,48.10%,0.904592323,0.526347656,1,1500,5050.997925,1.200000114,10505.697
6-Apr-20,Packing Line 03,1st,0.00%,1,0,0,0,0,1.800000114,76.666664
7-Apr-20,Packing Line 03,1st,67.40%,0.906538925,0.798317909,1,985,6027.003174,1.200000076,8938.7168
8-Apr-20,Packing Line 03,1st,56.30%,0.426155806,1.561076635,1,4833,6749.998535,1.800000076,11984.761
9-Apr-20,Packing Line 03,1st,45.70%,0.698370342,0.709965248,1,6393,5791.010742,1.200000076,12661.662
10-Apr-20,Packing Line 03,1st,38.90%,0.703696747,0.620536556,1,6300,4042.999268,1.200000076,10389.024
2-Jan-20,Packing Line 04,3rd,59.10%,0.940336558,0.55085392,0.988472341,1376,6117.000031,1.799999962,10354.334
3-Jan-20,Packing Line 04,3rd,64.20%,0.97227356,0.662064896,0.99729332,300,4052.998047,0.600000038,6313.4165
4-Jan-20,Packing Line 04,3rd,71.20%,0.990168991,0.721707287,0.954724274,299,9060.002441,1.200000114,12722.999
6-Jan-20,Packing Line 04,3rd,64.90%,0.959416275,0.694171906,0.973922195,901,8402.996094,0.600000038,12954.952
7-Jan-20,Packing Line 04,3rd,59.60%,0.841436462,0.740555878,0.957222977,3731,8190,0.600000038,13730.667
8-Jan-20,Packing Line 04,3rd,39.50%,0.593008766,0.674047318,0.988418732,3912,2219.000977,0.599999962,5616.4912
9-Jan-20,Packing Line 04,3rd,72.30%,0.471768188,0.393802261,0.48614418,1095,8174.998535,0.600000038,11314.25
10-Jan-20,Packing Line 04,3rd,60.40%,0.968603897,0.694330139,0.978618317,1034,6075.002441,1.200000076,10050.5
11-Jan-20,Packing Line 04,3rd,64.90%,1,0.65494278,0.99080101,0,7754.995117,0.600000038,11950.656
13-Jan-20,Packing Line 04,3rd,71.30%,0.933103104,0.770603027,0.991769028,1259,7831.989746,0.600000038,10982.5
14-Jan-20,Packing Line 04,3rd,58.30%,0.823953171,0.724159927,0.977889862,3910,7562.99707,0.600000153,12961.85
15-Jan-20,Packing Line 04,3rd,68.80%,0.933668289,0.756466904,0.973591919,1558,9437.996094,0.600000038,13725.25
16-Jan-20,Packing Line 04,3rd,16.40%,0.440184898,0.387155685,0.96016243,15260,2603.000244,0.599999962,15907.75
17-Jan-20,Packing Line 04,3rd,64.90%,0.935547562,0.705241165,0.983942795,1240,7292,0.600000076,11232.418
18-Jan-20,Packing Line 04,3rd,67.20%,0.880357056,0.78085556,0.977750702,1957,6415.994629,0.600000076,9545.667
20-Jan-20,Packing Line 04,3rd,53.10%,0.887280884,0.670998154,0.982858734,3318,5753.996826,1.2,10830.827
21-Jan-20,Packing Line 04,3rd,61.40%,0.876323853,0.716669846,0.977593384,2032,5890,0.600000076,9593.416
22-Jan-20,Packing Line 04,3rd,64.30%,0.922561951,0.708992462,0.983482056,1978,9585.993164,0.600000038,14901.62
23-Jan-20,Packing Line 04,3rd,59.10%,0.97754097,0.592648287,0.988623428,784,4119.000275,2.400000114,6968.917
24-Jan-20,Packing Line 04,3rd,68.30%,0.966093674,0.736828232,0.959614258,1219,14327.99023,0.599999962,20975.053
27-Jan-20,Packing Line 04,3rd,62.80%,0.964334564,0.669766769,0.972077637,600,6161.994141,0.600000038,9814.5186
28-Jan-20,Packing Line 04,3rd,75.80%,0.973341675,0.823329926,0.945547791,600,9949.992188,0.599999962,13131.066
29-Jan-20,Packing Line 04,3rd,47.40%,0.800022227,0.671940473,0.989041061,3599,3545.000366,1.800000038,7478.0195
30-Jan-20,Packing Line 04,3rd,70.80%,0.819603119,0.884933319,0.979050713,3000,7771.000977,1.200000114,10978.848
31-Jan-20,Packing Line 04,3rd,65.40%,1,0.687864304,0.950501862,0,5492.002441,0.600000038,8399.917
1-Feb-20,Packing Line 04,3rd,77.50%,1,0.753944219,0.63050855,0,4760.996597,1.800000076,6140.167
3-Feb-20,Packing Line 04,3rd,80.20%,0.976524506,0.855711975,0.959277725,512,10200.00391,0.600000038,12724.632
4-Feb-20,Packing Line 04,3rd,69.70%,0.996916199,1.004348526,0.985678787,152,10214.98434,1.200000076,14664.485
5-Feb-20,Packing Line 04,3rd,89.10%,0.990432167,0.897551613,0.970478096,410,11437.00784,1.2,12829.175
6-Feb-20,Packing Line 04,3rd,87.20%,1,0.895744476,0.973662491,0,10647.02246,0.600000038,12207.749
7-Feb-20,Packing Line 04,3rd,337.50%,1,3.432322388,0.983193207,0,116.9999847,0.600000038,34.670403
8-Feb-20,Packing Line 04,3rd,24.50%,0.350818558,0.710813522,0.983926544,7772,1713.999878,0.599999962,6985.6992
10-Feb-20,Packing Line 04,3rd,47.90%,0.879258728,0.696402397,0.972390862,4678,6204.999756,1.200000076,12951.845
11-Feb-20,Packing Line 04,3rd,81.90%,1,0.865829926,0.945519791,0,8157.000488,0.600000038,9963.8516
12-Feb-20,Packing Line 04,3rd,46.30%,0.756509304,0.617001362,0.975026054,5057,5499,1.200000076,11879.57
13-Feb-20,Packing Line 04,3rd,92.90%,1,0.970852432,0.957344513,0,14319.0332,0.600000038,15406.082
14-Feb-20,Packing Line 04,3rd,63.40%,0.822880707,0.827807465,0.93014595,1799,3754.996338,0.600000038,5926.4165
16-Feb-20,Packing Line 04,3rd,68.00%,0.987529678,0.682780361,0.940930214,368,6812.999207,1.2,10015.25
17-Feb-20,Packing Line 04,3rd,64.40%,0.932374496,0.713298111,0.96787323,1199,6657.996582,0.600000076,10343.407
18-Feb-20,Packing Line 04,3rd,54.30%,0.738188858,0.767445831,0.959362946,4328,5240.999023,0.600000076,9643.083
19-Feb-20,Packing Line 04,3rd,71.00%,0.940674591,0.414265823,0.486603012,2100,7337,1.200000076,10328.872
20-Feb-20,Packing Line 04,3rd,91.20%,1,0.956570511,0.953611984,0,14205.03711,0.600000038,15572.334
23-Feb-20,Packing Line 04,3rd,44.10%,0.706181946,0.638414459,0.97840332,7500,6568.997559,0.599999962,14892.304
24-Feb-20,Packing Line 04,3rd,59.20%,0.953865356,0.631641045,0.982972717,740,5541.999512,0.599999962,9357.668
25-Feb-20,Packing Line 04,3rd,65.40%,1,0.685220184,0.955019379,0,3206.000488,0.600000076,4899.1558
26-Feb-20,Packing Line 04,3rd,73.40%,1,0.761450729,0.964095917,0,8351.007813,0.600000038,11375.666
27-Feb-20,Packing Line 04,3rd,74.10%,1,0.757056198,0.979138947,0,2205.999023,0.600000038,2975.9998
28-Feb-20,Packing Line 04,3rd,76.30%,1,0.775897369,0.983429413,0,8011.982422,0.600000038,10500.077
29-Feb-20,Packing Line 04,3rd,66.70%,0.96557518,0.702435837,0.983745575,246,2784.000977,0.600000038,4172.4756
3-Mar-20,Packing Line 04,3rd,48.50%,0.89361702,0.583010063,0.931855392,1500,3992.999756,0.600000076,8224.7607
4-Mar-20,Packing Line 04,3rd,77.90%,0.973169174,0.830918579,0.962824783,488,8261.986328,0.599999962,10611.833
5-Mar-20,Packing Line 04,3rd,53.20%,0.781115646,0.695002747,0.97949028,4583,6494.996094,0.600000038,12214.534
6-Mar-20,Packing Line 04,3rd,63.30%,0.968277918,0.690301056,0.970305125,1199,9195.992676,1.800000038,14524.288
7-Mar-20,Packing Line 04,3rd,86.90%,1,0.890011826,0.975972748,0,9180.015625,0.600000038,10568.417
9-Mar-20,Packing Line 04,3rd,63.50%,1,0.678999901,0.94255703,0,3074.000732,1.200000076,4839.417
10-Mar-20,Packing Line 04,3rd,66.60%,0.993284302,0.871805611,0.935596695,199,5936.996124,1.2,8913.4346
11-Mar-20,Packing Line 04,3rd,64.70%,1,0.66021492,0.979543762,0,3734.998779,0.600000038,5775.3901
12-Mar-20,Packing Line 04,3rd,43.50%,0.836913223,0.686790695,0.983264122,6059,5291.999817,1.2,12164.334
13-Mar-20,Packing Line 04,3rd,76.10%,0.984323578,0.795751801,0.971408997,300,8493.992188,0.600000038,11163.342
14-Mar-20,Packing Line 04,3rd,61.60%,1,0.682518978,0.981447639,0,6512.001526,1.200000114,10566.281
15-Mar-20,Packing Line 04,3rd,54.90%,0.838913803,0.680748978,0.960587234,4378,8700.987305,0.600000038,15860.882
16-Mar-20,Packing Line 04,3rd,78.50%,0.992159576,0.804883881,0.983081818,184,10749.99707,0.599999962,13693.166
17-Mar-20,Packing Line 04,3rd,70.80%,0.997575912,0.72550766,0.977857437,56,9538.990234,0.600000038,13478.417
18-Mar-20,Packing Line 04,3rd,75.40%,0.943939896,0.811152496,0.984186783,1500,11762.99609,0.600000038,15609.666
20-Mar-20,Packing Line 04,3rd,48.00%,0.76,0.647361679,0.97553299,6900,8054.003418,0.600000038,16780.668
21-Mar-20,Packing Line 04,3rd,50.00%,0.705815811,0.719674683,0.983967438,7800,7732.995605,0.600000038,15471.749
22-Mar-20,Packing Line 04,3rd,36.90%,0.804202805,0.324397172,0.976526642,14675,8100.994141,1.2,21968.004
23-Mar-20,Packing Line 04,3rd,65.00%,0.917274017,0.73445076,0.965019531,2100,9627.994141,0.600000038,14809.417
24-Mar-20,Packing Line 04,3rd,80.20%,1,0.85252327,0.940839462,0,11657.00586,0.600000076,14533.333
25-Mar-20,Packing Line 04,3rd,58.40%,0.942015915,0.63439949,0.977223892,1548,9095.986328,0.600000038,15575.238
26-Mar-20,Packing Line 04,3rd,51.90%,0.707783966,0.756250763,0.969298706,8045,8334.998047,0.600000038,16065.021
27-Mar-20,Packing Line 04,3rd,63.80%,0.952428131,0.680644073,0.98354126,1200,9381.996094,0.599999962,14714.667
28-Mar-20,Packing Line 04,3rd,48.00%,0.901622925,0.539200859,0.987817764,1964,5594.993164,0.600000038,11650.57
29-Mar-20,Packing Line 04,3rd,46.10%,0.856777382,0.638067265,0.966801796,10357,12703.00293,1.2,27550.715
30-Mar-20,Packing Line 04,3rd,38.80%,0.897805557,0.523567524,1,4778,5835.990234,1.200000076,15039.846
1-Apr-20,Packing Line 04,3rd,36.60%,0.593428831,0.543770237,1,2611,1489.999695,1.200000114,4075.25
2-Apr-20,Packing Line 04,3rd,53.20%,0.934108353,0.569845085,1,1604,7566.000488,0.599999962,14213.869
3-Apr-20,Packing Line 04,3rd,46.80%,0.701240692,0.667664948,1,11101,10149.99219,0.600000038,21679.039
6-Apr-20,Packing Line 04,3rd,59.40%,0.978693886,0.641091423,1,599,6331.003906,1.200000114,10651.582
7-Apr-20,Packing Line 04,3rd,72.80%,0.92707901,0.785041962,1,1581,9212.000977,0.599999924,12657.395
8-Apr-20,Packing Line 04,3rd,78.90%,1,0.78928627,1,0,9530.994141,0.600000038,12075.459
9-Apr-20,Packing Line 04,3rd,63.60%,0.880267639,0.715225353,1,1199,2526.999695,1.200000076,3971.8333
2-Jan-20,Packing Line 04,2nd,51.90%,0.860945206,0.61847538,0.974139328,2701,5913.996094,0.600000038,11401.5
3-Jan-20,Packing Line 04,2nd,36.80%,0.610968895,0.617203484,0.976155853,9420,5363.001465,0.600000038,14569.387
4-Jan-20,Packing Line 04,2nd,75.40%,0.999454498,0.774267654,0.974277115,14,11286.99609,0.600000038,14970.688
6-Jan-20,Packing Line 04,2nd,57.80%,0.785933075,0.751357193,0.979541855,5311,8379.005859,0.599999962,14485.634
7-Jan-20,Packing Line 04,2nd,61.90%,0.78798584,0.798044357,0.98417511,4380,7462.992188,0.599999962,12058.551
8-Jan-20,Packing Line 04,2nd,65.60%,0.875991364,0.774367142,0.966982269,2580,7966.002441,0.600000076,12144.376
9-Jan-20,Packing Line 04,2nd,67.80%,0.869723282,0.811787186,0.959973755,2401,7291.003906,0.599999962,10757.335
10-Jan-20,Packing Line 04,2nd,45.90%,0.755748558,0.631538105,0.979650307,2700,2888.000488,1.200000076,6288.1665
11-Jan-20,Packing Line 04,2nd,81.80%,0.583734665,0.612033488,0.63924029,1573,9200.001892,1.800000153,11252.312
13-Jan-20,Packing Line 04,2nd,70.90%,0.978503876,0.738729858,0.980198059,525,10097.99805,0.600000038,14251.917
14-Jan-20,Packing Line 04,2nd,54.00%,0.866830673,0.63010437,0.989462128,3409,8075.000977,0.599999962,14941.584
15-Jan-20,Packing Line 04,2nd,60.20%,0.935320435,0.649281693,0.991347885,1200,6530.994629,0.600000038,10848.25
16-Jan-20,Packing Line 04,2nd,51.80%,0.675904007,0.819832764,0.935327072,2877,2690.006592,0.600000038,5190.1455
17-Jan-20,Packing Line 04,2nd,65.10%,0.905351563,0.729454041,0.986095505,2400,9644.996094,0.600000038,14810.438
18-Jan-20,Packing Line 04,2nd,77.20%,0.903986359,0.868932114,0.983432617,2700,12703.00195,0.600000076,16444.248
20-Jan-20,Packing Line 04,2nd,62.10%,0.657259858,0.813434423,0.983093262,4776,7754.999298,1.800000153,12489.949
21-Jan-20,Packing Line 04,2nd,39.80%,0.587709198,0.699745483,0.968273621,9681,5463,0.600000038,13719.254
22-Jan-20,Packing Line 04,2nd,52.90%,0.724911957,0.738989258,0.988269806,7500,8424.988281,0.600000038,15913.674
23-Jan-20,Packing Line 04,2nd,4.80%,0.184813881,0.273259468,0.956764221,19840,685.9998779,0.600000038,14197.416
24-Jan-20,Packing Line 04,2nd,76.70%,0.978790741,0.788997498,0.9938311,221,4671.998047,0.599999962,6087.2979
27-Jan-20,Packing Line 04,2nd,85.00%,0.986244202,0.881311035,0.978117447,300,10817.03906,0.600000076,12723.416
28-Jan-20,Packing Line 04,2nd,75.00%,0.964426727,0.809622574,0.960789566,865,10659.00391,0.600000038,14208.116
29-Jan-20,Packing Line 04,2nd,85.00%,0.978485031,0.905496979,0.959415054,532,12268.99414,0.600000038,14433.153
30-Jan-20,Packing Line 04,2nd,85.30%,0.982376862,0.872077942,0.996208115,437,12348.0127,0.599999962,14468.168
31-Jan-20,Packing Line 04,2nd,77.40%,0.991184006,0.809214783,0.964565506,207,10588.99902,0.600000038,13686.9
3-Feb-20,Packing Line 04,2nd,67.80%,1,0.701258774,0.967536774,0,4411,0.600000038,6501.1665
4-Feb-20,Packing Line 04,2nd,65.70%,0.932408142,0.726590271,0.969545975,1544,8755,0.600000038,13328.833
5-Feb-20,Packing Line 04,2nd,53.50%,0.748859558,0.736742096,0.969984436,6001,7465.000977,0.600000038,13949.199
6-Feb-20,Packing Line 04,2nd,75.90%,0.874665298,0.885600739,0.979268799,2715,9589.007813,0.600000076,12641.304
7-Feb-20,Packing Line 04,2nd,58.10%,0.938509674,0.638628082,0.968768311,1199,6606.998047,0.600000038,11378.827
10-Feb-20,Packing Line 04,2nd,60.10%,0.939254608,0.653471146,0.978592529,1268,7314.007324,0.600000038,12177.098
11-Feb-20,Packing Line 04,2nd,66.30%,0.855234909,0.792128143,0.979139023,3035,8119.988281,0.600000038,12241.374
12-Feb-20,Packing Line 04,2nd,35.90%,0.782698746,0.467269764,0.980396118,6441,6191.999512,1.200000114,17238.176
13-Feb-20,Packing Line 04,2nd,73.80%,0.901563263,0.844847717,0.968671265,2374,10389.00391,0.600000153,14080.654
14-Feb-20,Packing Line 04,2nd,72.10%,0.949851608,0.783980637,0.968816986,1183,9941.996094,0.600000038,13780.684
17-Feb-20,Packing Line 04,2nd,56.70%,0.767097588,1.05806385,0.964785728,3489,4678.003601,1.2,8244.168
18-Feb-20,Packing Line 04,2nd,80.30%,0.982143555,0.852772827,0.958711319,467,12260.00586,0.600000038,15268.434
19-Feb-20,Packing Line 04,2nd,80.10%,0.956870855,0.812571691,0.974046605,1729,11677.99609,1.800000153,14571.657
20-Feb-20,Packing Line 04,2nd,61.40%,0.935210419,0.680839233,0.964710083,1452,8036.991699,0.599999962,13084.069
21-Feb-20,Packing Line 04,2nd,85.90%,0.872719574,1.018582001,0.966464157,2100,8271.003906,0.599999962,9627.2383
24-Feb-20,Packing Line 04,2nd,73.40%,0.924017868,0.819553528,0.968827896,1379,7770.004395,0.600000038,10590.512
