Day of Start Time,Location Name,Shift Name,Avg. Performance
16-Jan-20,Packing Line 03,1st,0.316564016
17-Jan-20,Packing Line 03,1st,0.339666042
18-Jan-20,Packing Line 03,1st,0.266704712
22-Jan-20,Packing Line 03,1st,0.286984768
24-Jan-20,Packing Line 03,1st,0.289334774
27-Jan-20,Packing Line 03,1st,0.283969231
28-Jan-20,Packing Line 03,1st,0.302862015
30-Jan-20,Packing Line 03,1st,0.382561646
3-Feb-20,Packing Line 03,1st,0.231278152
6-Feb-20,Packing Line 03,1st,0.267183685
12-Feb-20,Packing Line 03,1st,0
17-Mar-20,Packing Line 03,1st,0
18-Mar-20,Packing Line 03,1st,0
19-Mar-20,Packing Line 03,1st,0
22-Mar-20,Packing Line 03,1st,0
25-Mar-20,Packing Line 03,1st,0
26-Mar-20,Packing Line 03,1st,0
27-Mar-20,Packing Line 03,1st,0
28-Mar-20,Packing Line 03,1st,0.701833916
29-Mar-20,Packing Line 03,1st,0.743111343
30-Mar-20,Packing Line 03,1st,0.552605152
1-Apr-20,Packing Line 03,1st,0.534095249
2-Apr-20,Packing Line 03,1st,0.526347656
6-Apr-20,Packing Line 03,1st,0
7-Apr-20,Packing Line 03,1st,0.798317909
8-Apr-20,Packing Line 03,1st,1.561076635
9-Apr-20,Packing Line 03,1st,0.709965248
10-Apr-20,Packing Line 03,1st,0.620536556
2-Jan-20,Packing Line 04,3rd,0.55085392
3-Jan-20,Packing Line 04,3rd,0.662064896
4-Jan-20,Packing Line 04,3rd,0.721707287
6-Jan-20,Packing Line 04,3rd,0.694171906
7-Jan-20,Packing Line 04,3rd,0.740555878
8-Jan-20,Packing Line 04,3rd,0.674047318
9-Jan-20,Packing Line 04,3rd,0.393802261
10-Jan-20,Packing Line 04,3rd,0.694330139
11-Jan-20,Packing Line 04,3rd,0.65494278
13-Jan-20,Packing Line 04,3rd,0.770603027
14-Jan-20,Packing Line 04,3rd,0.724159927
15-Jan-20,Packing Line 04,3rd,0.756466904
16-Jan-20,Packing Line 04,3rd,0.387155685
17-Jan-20,Packing Line 04,3rd,0.705241165
18-Jan-20,Packing Line 04,3rd,0.78085556
20-Jan-20,Packing Line 04,3rd,0.670998154
21-Jan-20,Packing Line 04,3rd,0.716669846
22-Jan-20,Packing Line 04,3rd,0.708992462
23-Jan-20,Packing Line 04,3rd,0.592648287
24-Jan-20,Packing Line 04,3rd,0.736828232
27-Jan-20,Packing Line 04,3rd,0.669766769
28-Jan-20,Packing Line 04,3rd,0.823329926
29-Jan-20,Packing Line 04,3rd,0.671940473
30-Jan-20,Packing Line 04,3rd,0.884933319
31-Jan-20,Packing Line 04,3rd,0.687864304
1-Feb-20,Packing Line 04,3rd,0.753944219
3-Feb-20,Packing Line 04,3rd,0.855711975
4-Feb-20,Packing Line 04,3rd,1.004348526
5-Feb-20,Packing Line 04,3rd,0.897551613
6-Feb-20,Packing Line 04,3rd,0.895744476
7-Feb-20,Packing Line 04,3rd,3.432322388
8-Feb-20,Packing Line 04,3rd,0.710813522
10-Feb-20,Packing Line 04,3rd,0.696402397
11-Feb-20,Packing Line 04,3rd,0.865829926
12-Feb-20,Packing Line 04,3rd,0.617001362
13-Feb-20,Packing Line 04,3rd,0.970852432
14-Feb-20,Packing Line 04,3rd,0.827807465
16-Feb-20,Packing Line 04,3rd,0.682780361
17-Feb-20,Packing Line 04,3rd,0.713298111
18-Feb-20,Packing Line 04,3rd,0.767445831
19-Feb-20,Packing Line 04,3rd,0.414265823
20-Feb-20,Packing Line 04,3rd,0.956570511
23-Feb-20,Packing Line 04,3rd,0.638414459
24-Feb-20,Packing Line 04,3rd,0.631641045
25-Feb-20,Packing Line 04,3rd,0.685220184
26-Feb-20,Packing Line 04,3rd,0.761450729
27-Feb-20,Packing Line 04,3rd,0.757056198
28-Feb-20,Packing Line 04,3rd,0.775897369
29-Feb-20,Packing Line 04,3rd,0.702435837
3-Mar-20,Packing Line 04,3rd,0.583010063
4-Mar-20,Packing Line 04,3rd,0.830918579
5-Mar-20,Packing Line 04,3rd,0.695002747
6-Mar-20,Packing Line 04,3rd,0.690301056
7-Mar-20,Packing Line 04,3rd,0.890011826
9-Mar-20,Packing Line 04,3rd,0.678999901
10-Mar-20,Packing Line 04,3rd,0.871805611
11-Mar-20,Packing Line 04,3rd,0.66021492
12-Mar-20,Packing Line 04,3rd,0.686790695
13-Mar-20,Packing Line 04,3rd,0.795751801
14-Mar-20,Packing Line 04,3rd,0.682518978
15-Mar-20,Packing Line 04,3rd,0.680748978
16-Mar-20,Packing Line 04,3rd,0.804883881
17-Mar-20,Packing Line 04,3rd,0.72550766
18-Mar-20,Packing Line 04,3rd,0.811152496
20-Mar-20,Packing Line 04,3rd,0.647361679
21-Mar-20,Packing Line 04,3rd,0.719674683
22-Mar-20,Packing Line 04,3rd,0.324397172
23-Mar-20,Packing Line 04,3rd,0.73445076
24-Mar-20,Packing Line 04,3rd,0.85252327
25-Mar-20,Packing Line 04,3rd,0.63439949
26-Mar-20,Packing Line 04,3rd,0.756250763
27-Mar-20,Packing Line 04,3rd,0.680644073
28-Mar-20,Packing Line 04,3rd,0.539200859
29-Mar-20,Packing Line 04,3rd,0.638067265
30-Mar-20,Packing Line 04,3rd,0.523567524
1-Apr-20,Packing Line 04,3rd,0.543770237
2-Apr-20,Packing Line 04,3rd,0.569845085
3-Apr-20,Packing Line 04,3rd,0.667664948
6-Apr-20,Packing Line 04,3rd,0.641091423
7-Apr-20,Packing Line 04,3rd,0.785041962
8-Apr-20,Packing Line 04,3rd,0.78928627
9-Apr-20,Packing Line 04,3rd,0.715225353
2-Jan-20,Packing Line 04,2nd,0.61847538
3-Jan-20,Packing Line 04,2nd,0.617203484
4-Jan-20,Packing Line 04,2nd,0.774267654
6-Jan-20,Packing Line 04,2nd,0.751357193
7-Jan-20,Packing Line 04,2nd,0.798044357
8-Jan-20,Packing Line 04,2nd,0.774367142
9-Jan-20,Packing Line 04,2nd,0.811787186
10-Jan-20,Packing Line 04,2nd,0.631538105
11-Jan-20,Packing Line 04,2nd,0.612033488
13-Jan-20,Packing Line 04,2nd,0.738729858
14-Jan-20,Packing Line 04,2nd,0.63010437
15-Jan-20,Packing Line 04,2nd,0.649281693
16-Jan-20,Packing Line 04,2nd,0.819832764
17-Jan-20,Packing Line 04,2nd,0.729454041
18-Jan-20,Packing Line 04,2nd,0.868932114
20-Jan-20,Packing Line 04,2nd,0.813434423
21-Jan-20,Packing Line 04,2nd,0.699745483
22-Jan-20,Packing Line 04,2nd,0.738989258
23-Jan-20,Packing Line 04,2nd,0.273259468
24-Jan-20,Packing Line 04,2nd,0.788997498
27-Jan-20,Packing Line 04,2nd,0.881311035
28-Jan-20,Packing Line 04,2nd,0.809622574
29-Jan-20,Packing Line 04,2nd,0.905496979
30-Jan-20,Packing Line 04,2nd,0.872077942
31-Jan-20,Packing Line 04,2nd,0.809214783
3-Feb-20,Packing Line 04,2nd,0.701258774
4-Feb-20,Packing Line 04,2nd,0.726590271
5-Feb-20,Packing Line 04,2nd,0.736742096
6-Feb-20,Packing Line 04,2nd,0.885600739
7-Feb-20,Packing Line 04,2nd,0.638628082
10-Feb-20,Packing Line 04,2nd,0.653471146
11-Feb-20,Packing Line 04,2nd,0.792128143
12-Feb-20,Packing Line 04,2nd,0.467269764
13-Feb-20,Packing Line 04,2nd,0.844847717
14-Feb-20,Packing Line 04,2nd,0.783980637
17-Feb-20,Packing Line 04,2nd,1.05806385
18-Feb-20,Packing Line 04,2nd,0.852772827
19-Feb-20,Packing Line 04,2nd,0.812571691
20-Feb-20,Packing Line 04,2nd,0.680839233
21-Feb-20,Packing Line 04,2nd,1.018582001
24-Feb-20,Packing Line 04,2nd,0.819553528
25-Feb-20,Packing Line 04,2nd,0.742581863
26-Feb-20,Packing Line 04,2nd,0.826603165
27-Feb-20,Packing Line 04,2nd,0.906882477
28-Feb-20,Packing Line 04,2nd,0.850353317
29-Feb-20,Packing Line 04,2nd,0.782989273
2-Mar-20,Packing Line 04,2nd,0.73438942
3-Mar-20,Packing Line 04,2nd,0.871949921
4-Mar-20,Packing Line 04,2nd,0.693520355
5-Mar-20,Packing Line 04,2nd,0.752606964
6-Mar-20,Packing Line 04,2nd,0.628542061
7-Mar-20,Packing Line 04,2nd,0.819577637
8-Mar-20,Packing Line 04,2nd,0.825277176
9-Mar-20,Packing Line 04,2nd,0.808521423
10-Mar-20,Packing Line 04,2nd,0.807619781
11-Mar-20,Packing Line 04,2nd,0.763357773
12-Mar-20,Packing Line 04,2nd,0.914009018
13-Mar-20,Packing Line 04,2nd,0.72146965
14-Mar-20,Packing Line 04,2nd,0.732112961
15-Mar-20,Packing Line 04,2nd,0.860493927
16-Mar-20,Packing Line 04,2nd,0.714301147
17-Mar-20,Packing Line 04,2nd,0.850911407
18-Mar-20,Packing Line 04,2nd,0.88284317
19-Mar-20,Packing Line 04,2nd,0.845136948
20-Mar-20,Packing Line 04,2nd,0.511383057
21-Mar-20,Packing Line 04,2nd,0.761502304
22-Mar-20,Packing Line 04,2nd,0.731629524
23-Mar-20,Packing Line 04,2nd,0.891623726
24-Mar-20,Packing Line 04,2nd,0.885353241
25-Mar-20,Packing Line 04,2nd,0.757565231
26-Mar-20,Packing Line 04,2nd,0.786740952
27-Mar-20,Packing Line 04,2nd,0.805632095
28-Mar-20,Packing Line 04,2nd,0.591014519
29-Mar-20,Packing Line 04,2nd,0.719476776
30-Mar-20,Packing Line 04,2nd,0.851398621
31-Mar-20,Packing Line 04,2nd,0.678727417
1-Apr-20,Packing Line 04,2nd,0.566696815
2-Apr-20,Packing Line 04,2nd,0.847456665
3-Apr-20,Packing Line 04,2nd,0.759421005
6-Apr-20,Packing Line 04,2nd,0.729520874
7-Apr-20,Packing Line 04,2nd,0.70072197
8-Apr-20,Packing Line 04,2nd,0.836689377
9-Apr-20,Packing Line 04,2nd,0.847378464
10-Apr-20,Packing Line 04,2nd,0.957634087
3-Jan-20,Packing Line 04,1st,0.694694061
4-Jan-20,Packing Line 04,1st,0.713898239
6-Jan-20,Packing Line 04,1st,0.618503265
7-Jan-20,Packing Line 04,1st,0.638755989
8-Jan-20,Packing Line 04,1st,0.667422867
10-Jan-20,Packing Line 04,1st,0.808005714
11-Jan-20,Packing Line 04,1st,0.517048759
13-Jan-20,Packing Line 04,1st,0.680894241
14-Jan-20,Packing Line 04,1st,0.74664238
15-Jan-20,Packing Line 04,1st,0.602908478
16-Jan-20,Packing Line 04,1st,0.652450485
18-Jan-20,Packing Line 04,1st,0.607000351
20-Jan-20,Packing Line 04,1st,0.738704147
21-Jan-20,Packing Line 04,1st,0.691774673
22-Jan-20,Packing Line 04,1st,0.457867813
23-Jan-20,Packing Line 04,1st,0.59649498
24-Jan-20,Packing Line 04,1st,0.714071032
25-Jan-20,Packing Line 04,1st,0.943623123
27-Jan-20,Packing Line 04,1st,0.640092697
28-Jan-20,Packing Line 04,1st,0.661878967
29-Jan-20,Packing Line 04,1st,0.625466042
30-Jan-20,Packing Line 04,1st,0.665531311
31-Jan-20,Packing Line 04,1st,0.637720184
2-Feb-20,Packing Line 04,1st,0.592374344
4-Feb-20,Packing Line 04,1st,0.657482986
5-Feb-20,Packing Line 04,1st,0.576488304
6-Feb-20,Packing Line 04,1st,0.690121078
8-Feb-20,Packing Line 04,1st,0
11-Feb-20,Packing Line 04,1st,0.777399216
12-Feb-20,Packing Line 04,1st,0.699168396
13-Feb-20,Packing Line 04,1st,0.655504837
14-Feb-20,Packing Line 04,1st,0.686750259
17-Feb-20,Packing Line 04,1st,0.265979195
18-Feb-20,Packing Line 04,1st,0.793298416
19-Feb-20,Packing Line 04,1st,0.530858345
20-Feb-20,Packing Line 04,1st,0.38827343
21-Feb-20,Packing Line 04,1st,0.646247482
24-Feb-20,Packing Line 04,1st,0.772827301
25-Feb-20,Packing Line 04,1st,0.735617294
26-Feb-20,Packing Line 04,1st,0.549131584
27-Feb-20,Packing Line 04,1st,0.869493637
28-Feb-20,Packing Line 04,1st,0.720102234
29-Feb-20,Packing Line 04,1st,0.751921387
2-Mar-20,Packing Line 04,1st,0.64003952
3-Mar-20,Packing Line 04,1st,0.442421112
4-Mar-20,Packing Line 04,1st,0.918282572
5-Mar-20,Packing Line 04,1st,0.682149811
6-Mar-20,Packing Line 04,1st,0.706998444
7-Mar-20,Packing Line 04,1st,0.848093414
9-Mar-20,Packing Line 04,1st,0.581157875
10-Mar-20,Packing Line 04,1st,0.71591814
11-Mar-20,Packing Line 04,1st,0.47672184
12-Mar-20,Packing Line 04,1st,0.363492676
13-Mar-20,Packing Line 04,1st,0.788154907
14-Mar-20,Packing Line 04,1st,0.527829819
15-Mar-20,Packing Line 04,1st,0.811478729
16-Mar-20,Packing Line 04,1st,0.547239647
17-Mar-20,Packing Line 04,1st,0.754438591
18-Mar-20,Packing Line 04,1st,0.770657463
19-Mar-20,Packing Line 04,1st,0.762679405
20-Mar-20,Packing Line 04,1st,0.568781967
21-Mar-20,Packing Line 04,1st,0.616509418
22-Mar-20,Packing Line 04,1st,0.62117115
23-Mar-20,Packing Line 04,1st,0.785762024
24-Mar-20,Packing Line 04,1st,0.567045517
25-Mar-20,Packing Line 04,1st,0.55873848
26-Mar-20,Packing Line 04,1st,0.48875227
27-Mar-20,Packing Line 04,1st,0.576328831
28-Mar-20,Packing Line 04,1st,0.742374687
29-Mar-20,Packing Line 04,1st,0.676450348
30-Mar-20,Packing Line 04,1st,0.714121017
31-Mar-20,Packing Line 04,1st,0.507181129
1-Apr-20,Packing Line 04,1st,0.390655937
2-Apr-20,Packing Line 04,1st,0.697196236
3-Apr-20,Packing Line 04,1st,0.570818418
6-Apr-20,Packing Line 04,1st,0.560213966
7-Apr-20,Packing Line 04,1st,0.66252491
8-Apr-20,Packing Line 04,1st,0.70483181
9-Apr-20,Packing Line 04,1st,0.835485039
10-Apr-20,Packing Line 04,1st,0.76689785
4-Jan-20,Packing Line 05,3rd,0.503536568
6-Jan-20,Packing Line 05,3rd,0.242377052
7-Jan-20,Packing Line 05,3rd,0.464721069
8-Jan-20,Packing Line 05,3rd,0.482564761
10-Jan-20,Packing Line 05,3rd,0.485083504
11-Jan-20,Packing Line 05,3rd,0.449303207
14-Jan-20,Packing Line 05,3rd,0.33896946
15-Jan-20,Packing Line 05,3rd,0.276203461
16-Jan-20,Packing Line 05,3rd,0.341271515
17-Jan-20,Packing Line 05,3rd,0.471847458
18-Jan-20,Packing Line 05,3rd,0.27818119
21-Jan-20,Packing Line 05,3rd,0.353499222
24-Jan-20,Packing Line 05,3rd,0.389385401
27-Jan-20,Packing Line 05,3rd,0.52266861
28-Jan-20,Packing Line 05,3rd,0.599798012
29-Jan-20,Packing Line 05,3rd,0.47681591
30-Jan-20,Packing Line 05,3rd,0.454227257
3-Feb-20,Packing Line 05,3rd,0.427319031
4-Feb-20,Packing Line 05,3rd,0.383246155
5-Feb-20,Packing Line 05,3rd,0.279869041
6-Feb-20,Packing Line 05,3rd,0.436876068
7-Feb-20,Packing Line 05,3rd,0.500802574
10-Feb-20,Packing Line 05,3rd,0.512138824
11-Feb-20,Packing Line 05,3rd,0.46050972
12-Feb-20,Packing Line 05,3rd,0
13-Feb-20,Packing Line 05,3rd,0.407607231
14-Feb-20,Packing Line 05,3rd,0.461653214
17-Feb-20,Packing Line 05,3rd,0.489295464
18-Feb-20,Packing Line 05,3rd,0.435415268
19-Feb-20,Packing Line 05,3rd,0.27729187
20-Feb-20,Packing Line 05,3rd,0.372748413
23-Feb-20,Packing Line 05,3rd,0.400536766
24-Feb-20,Packing Line 05,3rd,0.441697197
25-Feb-20,Packing Line 05,3rd,0.339082108
26-Feb-20,Packing Line 05,3rd,0.584760017
27-Feb-20,Packing Line 05,3rd,0.537031651
29-Feb-20,Packing Line 05,3rd,0.371327782
2-Mar-20,Packing Line 05,3rd,0.414739494
3-Mar-20,Packing Line 05,3rd,0.48918045
4-Mar-20,Packing Line 05,3rd,0.237499981
5-Mar-20,Packing Line 05,3rd,0.326916733
6-Mar-20,Packing Line 05,3rd,0.357930209
7-Mar-20,Packing Line 05,3rd,0.428739853
8-Mar-20,Packing Line 05,3rd,0.40732132
9-Mar-20,Packing Line 05,3rd,0.482217445
10-Mar-20,Packing Line 05,3rd,0.262434368
12-Mar-20,Packing Line 05,3rd,0.380370255
13-Mar-20,Packing Line 05,3rd,0.397071838
14-Mar-20,Packing Line 05,3rd,0.60376442
16-Mar-20,Packing Line 05,3rd,0.450426941
17-Mar-20,Packing Line 05,3rd,0.457075233
18-Mar-20,Packing Line 05,3rd,0.305771408
22-Mar-20,Packing Line 05,3rd,0.433406029
25-Mar-20,Packing Line 05,3rd,0.685626755
26-Mar-20,Packing Line 05,3rd,0.289425755
1-Apr-20,Packing Line 05,3rd,0.371193333
3-Apr-20,Packing Line 05,3rd,0.496937103
6-Apr-20,Packing Line 05,3rd,0.345685158
7-Apr-20,Packing Line 05,3rd,0.304535713
8-Apr-20,Packing Line 05,3rd,0.431080494
9-Apr-20,Packing Line 05,3rd,0.268334332
2-Jan-20,Packing Line 05,2nd,0.499682312
3-Jan-20,Packing Line 05,2nd,0.336674347
4-Jan-20,Packing Line 05,2nd,0.723119812
6-Jan-20,Packing Line 05,2nd,0.270059166
8-Jan-20,Packing Line 05,2nd,0.412046356
9-Jan-20,Packing Line 05,2nd,0.613570213
10-Jan-20,Packing Line 05,2nd,0.576090317
11-Jan-20,Packing Line 05,2nd,0.385765343
13-Jan-20,Packing Line 05,2nd,0.378974838
14-Jan-20,Packing Line 05,2nd,0.387598
15-Jan-20,Packing Line 05,2nd,0.329206657
16-Jan-20,Packing Line 05,2nd,0.42726696
17-Jan-20,Packing Line 05,2nd,0.381808014
18-Jan-20,Packing Line 05,2nd,0.338539238
20-Jan-20,Packing Line 05,2nd,0.429681892
21-Jan-20,Packing Line 05,2nd,0.281682434
23-Jan-20,Packing Line 05,2nd,0.32449688
24-Jan-20,Packing Line 05,2nd,0.547146149
27-Jan-20,Packing Line 05,2nd,0.33361496
28-Jan-20,Packing Line 05,2nd,0.480259705
29-Jan-20,Packing Line 05,2nd,0.438142319
30-Jan-20,Packing Line 05,2nd,0.345987816
31-Jan-20,Packing Line 05,2nd,0.46765564
3-Feb-20,Packing Line 05,2nd,0.499225731
4-Feb-20,Packing Line 05,2nd,0.455665798
5-Feb-20,Packing Line 05,2nd,0.343094101
6-Feb-20,Packing Line 05,2nd,0.369688683
7-Feb-20,Packing Line 05,2nd,0.599434853
10-Feb-20,Packing Line 05,2nd,0.430898972
11-Feb-20,Packing Line 05,2nd,0.413838921
12-Feb-20,Packing Line 05,2nd,0.418414726
13-Feb-20,Packing Line 05,2nd,0.443721523
14-Feb-20,Packing Line 05,2nd,0.406931343
17-Feb-20,Packing Line 05,2nd,0.503348961
18-Feb-20,Packing Line 05,2nd,0.429492798
19-Feb-20,Packing Line 05,2nd,0.449817467
20-Feb-20,Packing Line 05,2nd,0.383170929
21-Feb-20,Packing Line 05,2nd,0.51549614
24-Feb-20,Packing Line 05,2nd,0.322112579
25-Feb-20,Packing Line 05,2nd,0.415615349
26-Feb-20,Packing Line 05,2nd,0.410938263
27-Feb-20,Packing Line 05,2nd,0.228761368
2-Mar-20,Packing Line 05,2nd,0.188431931
3-Mar-20,Packing Line 05,2nd,0.451875229
4-Mar-20,Packing Line 05,2nd,0.339957047
5-Mar-20,Packing Line 05,2nd,0.312532635
6-Mar-20,Packing Line 05,2nd,0.367879295
7-Mar-20,Packing Line 05,2nd,0.413315315
8-Mar-20,Packing Line 05,2nd,0.477636795
9-Mar-20,Packing Line 05,2nd,0.39831562
10-Mar-20,Packing Line 05,2nd,0.449609833
11-Mar-20,Packing Line 05,2nd,0.369965553
12-Mar-20,Packing Line 05,2nd,0.373057985
13-Mar-20,Packing Line 05,2nd,0.498611221
14-Mar-20,Packing Line 05,2nd,0.513574944
15-Mar-20,Packing Line 05,2nd,0.44349678
16-Mar-20,Packing Line 05,2nd,0.418889313
18-Mar-20,Packing Line 05,2nd,0.401739311
20-Mar-20,Packing Line 05,2nd,0.612225418
21-Mar-20,Packing Line 05,2nd,0.547670784
22-Mar-20,Packing Line 05,2nd,0.330152206
23-Mar-20,Packing Line 05,2nd,0.575120926
24-Mar-20,Packing Line 05,2nd,0.598847694
25-Mar-20,Packing Line 05,2nd,0.576323878
26-Mar-20,Packing Line 05,2nd,0.699572678
29-Mar-20,Packing Line 05,2nd,0.758933716
30-Mar-20,Packing Line 05,2nd,0.468736115
31-Mar-20,Packing Line 05,2nd,0.434609566
1-Apr-20,Packing Line 05,2nd,0.503858318
3-Apr-20,Packing Line 05,2nd,0.559953804
6-Apr-20,Packing Line 05,2nd,0.415031204
7-Apr-20,Packing Line 05,2nd,0.586126404
8-Apr-20,Packing Line 05,2nd,0.564234619
9-Apr-20,Packing Line 05,2nd,0.495216675
2-Jan-20,Packing Line 05,1st,0.336426201
3-Jan-20,Packing Line 05,1st,0.743662415
4-Jan-20,Packing Line 05,1st,0.602320595
6-Jan-20,Packing Line 05,1st,0.583461876
7-Jan-20,Packing Line 05,1st,0.337438335
9-Jan-20,Packing Line 05,1st,0.403403549
11-Jan-20,Packing Line 05,1st,0.418453484
13-Jan-20,Packing Line 05,1st,0.516514435
14-Jan-20,Packing Line 05,1st,0.429554596
15-Jan-20,Packing Line 05,1st,0.308752384
16-Jan-20,Packing Line 05,1st,0.389297333
17-Jan-20,Packing Line 05,1st,0.408042183
18-Jan-20,Packing Line 05,1st,0.375705795
20-Jan-20,Packing Line 05,1st,0.413588638
21-Jan-20,Packing Line 05,1st,0.360935783
22-Jan-20,Packing Line 05,1st,0.285223713
23-Jan-20,Packing Line 05,1st,0.399857597
27-Jan-20,Packing Line 05,1st,0.376933632
28-Jan-20,Packing Line 05,1st,0.483619232
29-Jan-20,Packing Line 05,1st,0.398041382
30-Jan-20,Packing Line 05,1st,0.337672958
31-Jan-20,Packing Line 05,1st,0.467115746
4-Feb-20,Packing Line 05,1st,0.427786255
5-Feb-20,Packing Line 05,1st,0.362254677
6-Feb-20,Packing Line 05,1st,0.423146744
7-Feb-20,Packing Line 05,1st,0.586361389
10-Feb-20,Packing Line 05,1st,0.469676437
11-Feb-20,Packing Line 05,1st,0.369108963
12-Feb-20,Packing Line 05,1st,0.508048248
13-Feb-20,Packing Line 05,1st,0.512850113
14-Feb-20,Packing Line 05,1st,0.529887199
15-Feb-20,Packing Line 05,1st,0.694022598
17-Feb-20,Packing Line 05,1st,0.388494091
18-Feb-20,Packing Line 05,1st,0.205623455
19-Feb-20,Packing Line 05,1st,0.526425133
20-Feb-20,Packing Line 05,1st,0.376911087
21-Feb-20,Packing Line 05,1st,0.330700798
24-Feb-20,Packing Line 05,1st,0.330713387
25-Feb-20,Packing Line 05,1st,0.468271675
26-Feb-20,Packing Line 05,1st,0.360655975
28-Feb-20,Packing Line 05,1st,0.541490479
2-Mar-20,Packing Line 05,1st,0.359845772
4-Mar-20,Packing Line 05,1st,0.276052532
6-Mar-20,Packing Line 05,1st,0.432645264
7-Mar-20,Packing Line 05,1st,0.300081291
8-Mar-20,Packing Line 05,1st,0.368256884
9-Mar-20,Packing Line 05,1st,0.325035019
11-Mar-20,Packing Line 05,1st,0.586402321
12-Mar-20,Packing Line 05,1st,0.356137581
13-Mar-20,Packing Line 05,1st,0.382297249
14-Mar-20,Packing Line 05,1st,0.450570297
15-Mar-20,Packing Line 05,1st,0.541749878
16-Mar-20,Packing Line 05,1st,0.558031235
17-Mar-20,Packing Line 05,1st,0.39322127
18-Mar-20,Packing Line 05,1st,0.792560501
19-Mar-20,Packing Line 05,1st,0.491128845
20-Mar-20,Packing Line 05,1st,0.50777977
21-Mar-20,Packing Line 05,1st,0.524856453
22-Mar-20,Packing Line 05,1st,0.185890732
23-Mar-20,Packing Line 05,1st,0.442569942
24-Mar-20,Packing Line 05,1st,0.518568249
26-Mar-20,Packing Line 05,1st,0.584706815
27-Mar-20,Packing Line 05,1st,0.394205322
28-Mar-20,Packing Line 05,1st,0.472166214
29-Mar-20,Packing Line 05,1st,0.580063305
30-Mar-20,Packing Line 05,1st,0.596598867
31-Mar-20,Packing Line 05,1st,0.428219929
1-Apr-20,Packing Line 05,1st,0.281653671
6-Apr-20,Packing Line 05,1st,0.353772812
8-Apr-20,Packing Line 05,1st,0.393906822
2-Jan-20,Packing Line 06,3rd,0.946974487
3-Jan-20,Packing Line 06,3rd,0.776001358
4-Jan-20,Packing Line 06,3rd,0.668841934
6-Jan-20,Packing Line 06,3rd,0.750733261
7-Jan-20,Packing Line 06,3rd,0.830329819
8-Jan-20,Packing Line 06,3rd,1.17471756
9-Jan-20,Packing Line 06,3rd,0.88458847
10-Jan-20,Packing Line 06,3rd,0.600734634
11-Jan-20,Packing Line 06,3rd,1.206067505
13-Jan-20,Packing Line 06,3rd,1.079452515
14-Jan-20,Packing Line 06,3rd,1.091150436
15-Jan-20,Packing Line 06,3rd,0.39673481
16-Jan-20,Packing Line 06,3rd,0.678218613
17-Jan-20,Packing Line 06,3rd,0.618525925
18-Jan-20,Packing Line 06,3rd,0.49441658
20-Jan-20,Packing Line 06,3rd,0.677210388
21-Jan-20,Packing Line 06,3rd,0.69904953
22-Jan-20,Packing Line 06,3rd,0.528142853
23-Jan-20,Packing Line 06,3rd,0.932136841
24-Jan-20,Packing Line 06,3rd,0.469719281
27-Jan-20,Packing Line 06,3rd,0.842061844
28-Jan-20,Packing Line 06,3rd,0.777664337
29-Jan-20,Packing Line 06,3rd,0.388386116
30-Jan-20,Packing Line 06,3rd,1.004256287
31-Jan-20,Packing Line 06,3rd,0.46030674
3-Feb-20,Packing Line 06,3rd,0.938833313
4-Feb-20,Packing Line 06,3rd,0.614059525
5-Feb-20,Packing Line 06,3rd,0.725280609
6-Feb-20,Packing Line 06,3rd,0.927069473
7-Feb-20,Packing Line 06,3rd,0.652390671
10-Feb-20,Packing Line 06,3rd,0.675447311
11-Feb-20,Packing Line 06,3rd,0.896107559
12-Feb-20,Packing Line 06,3rd,0.74146677
13-Feb-20,Packing Line 06,3rd,0.970624771
14-Feb-20,Packing Line 06,3rd,0.757298927
15-Feb-20,Packing Line 06,3rd,0.802180023
16-Feb-20,Packing Line 06,3rd,0.576521568
17-Feb-20,Packing Line 06,3rd,0.702954102
18-Feb-20,Packing Line 06,3rd,0.765525284
19-Feb-20,Packing Line 06,3rd,0.673243637
20-Feb-20,Packing Line 06,3rd,0.98003891
21-Feb-20,Packing Line 06,3rd,0.618368912
23-Feb-20,Packing Line 06,3rd,0.813077316
24-Feb-20,Packing Line 06,3rd,0.759919662
25-Feb-20,Packing Line 06,3rd,0.841731339
26-Feb-20,Packing Line 06,3rd,1.093955383
27-Feb-20,Packing Line 06,3rd,0.845053635
28-Feb-20,Packing Line 06,3rd,0.680335598
29-Feb-20,Packing Line 06,3rd,1.027267227
2-Mar-20,Packing Line 06,3rd,0.831626511
3-Mar-20,Packing Line 06,3rd,0.977711105
4-Mar-20,Packing Line 06,3rd,1.036295929
5-Mar-20,Packing Line 06,3rd,0.415400238
6-Mar-20,Packing Line 06,3rd,1.031343651
7-Mar-20,Packing Line 06,3rd,0.969898853
8-Mar-20,Packing Line 06,3rd,1.007990952
9-Mar-20,Packing Line 06,3rd,0.858543549
10-Mar-20,Packing Line 06,3rd,0.602370338
11-Mar-20,Packing Line 06,3rd,0.452596283
12-Mar-20,Packing Line 06,3rd,0.56478138
13-Mar-20,Packing Line 06,3rd,0.469323845
14-Mar-20,Packing Line 06,3rd,0.482377275
15-Mar-20,Packing Line 06,3rd,0.526080551
16-Mar-20,Packing Line 06,3rd,0.363030472
17-Mar-20,Packing Line 06,3rd,0.452643547
18-Mar-20,Packing Line 06,3rd,0.49760128
19-Mar-20,Packing Line 06,3rd,0.489360657
