Day of Start Time,Location Name,Shift Name,Avg. Quality
28-Jan-20,Packing Line 04,3rd,0.945547791
29-Jan-20,Packing Line 04,3rd,0.989041061
30-Jan-20,Packing Line 04,3rd,0.979050713
31-Jan-20,Packing Line 04,3rd,0.950501862
1-Feb-20,Packing Line 04,3rd,0.63050855
3-Feb-20,Packing Line 04,3rd,0.959277725
4-Feb-20,Packing Line 04,3rd,0.985678787
5-Feb-20,Packing Line 04,3rd,0.970478096
6-Feb-20,Packing Line 04,3rd,0.973662491
7-Feb-20,Packing Line 04,3rd,0.983193207
8-Feb-20,Packing Line 04,3rd,0.983926544
10-Feb-20,Packing Line 04,3rd,0.972390862
11-Feb-20,Packing Line 04,3rd,0.945519791
12-Feb-20,Packing Line 04,3rd,0.975026054
13-Feb-20,Packing Line 04,3rd,0.957344513
14-Feb-20,Packing Line 04,3rd,0.93014595
16-Feb-20,Packing Line 04,3rd,0.940930214
17-Feb-20,Packing Line 04,3rd,0.96787323
18-Feb-20,Packing Line 04,3rd,0.959362946
19-Feb-20,Packing Line 04,3rd,0.486603012
20-Feb-20,Packing Line 04,3rd,0.953611984
23-Feb-20,Packing Line 04,3rd,0.97840332
24-Feb-20,Packing Line 04,3rd,0.982972717
25-Feb-20,Packing Line 04,3rd,0.955019379
26-Feb-20,Packing Line 04,3rd,0.964095917
27-Feb-20,Packing Line 04,3rd,0.979138947
28-Feb-20,Packing Line 04,3rd,0.983429413
29-Feb-20,Packing Line 04,3rd,0.983745575
3-Mar-20,Packing Line 04,3rd,0.931855392
4-Mar-20,Packing Line 04,3rd,0.962824783
5-Mar-20,Packing Line 04,3rd,0.97949028
6-Mar-20,Packing Line 04,3rd,0.970305125
7-Mar-20,Packing Line 04,3rd,0.975972748
9-Mar-20,Packing Line 04,3rd,0.94255703
10-Mar-20,Packing Line 04,3rd,0.935596695
11-Mar-20,Packing Line 04,3rd,0.979543762
12-Mar-20,Packing Line 04,3rd,0.983264122
13-Mar-20,Packing Line 04,3rd,0.971408997
14-Mar-20,Packing Line 04,3rd,0.981447639
15-Mar-20,Packing Line 04,3rd,0.960587234
16-Mar-20,Packing Line 04,3rd,0.983081818
17-Mar-20,Packing Line 04,3rd,0.977857437
18-Mar-20,Packing Line 04,3rd,0.984186783
20-Mar-20,Packing Line 04,3rd,0.97553299
21-Mar-20,Packing Line 04,3rd,0.983967438
22-Mar-20,Packing Line 04,3rd,0.976526642
23-Mar-20,Packing Line 04,3rd,0.965019531
24-Mar-20,Packing Line 04,3rd,0.940839462
25-Mar-20,Packing Line 04,3rd,0.977223892
26-Mar-20,Packing Line 04,3rd,0.969298706
27-Mar-20,Packing Line 04,3rd,0.98354126
28-Mar-20,Packing Line 04,3rd,0.987817764
29-Mar-20,Packing Line 04,3rd,0.966801796
30-Mar-20,Packing Line 04,3rd,1
1-Apr-20,Packing Line 04,3rd,1
2-Apr-20,Packing Line 04,3rd,1
3-Apr-20,Packing Line 04,3rd,1
6-Apr-20,Packing Line 04,3rd,1
7-Apr-20,Packing Line 04,3rd,1
8-Apr-20,Packing Line 04,3rd,1
9-Apr-20,Packing Line 04,3rd,1
2-Jan-20,Packing Line 04,2nd,0.974139328
3-Jan-20,Packing Line 04,2nd,0.976155853
4-Jan-20,Packing Line 04,2nd,0.974277115
6-Jan-20,Packing Line 04,2nd,0.979541855
7-Jan-20,Packing Line 04,2nd,0.98417511
8-Jan-20,Packing Line 04,2nd,0.966982269
9-Jan-20,Packing Line 04,2nd,0.959973755
10-Jan-20,Packing Line 04,2nd,0.979650307
11-Jan-20,Packing Line 04,2nd,0.63924029
13-Jan-20,Packing Line 04,2nd,0.980198059
14-Jan-20,Packing Line 04,2nd,0.989462128
15-Jan-20,Packing Line 04,2nd,0.991347885
16-Jan-20,Packing Line 04,2nd,0.935327072
17-Jan-20,Packing Line 04,2nd,0.986095505
18-Jan-20,Packing Line 04,2nd,0.983432617
20-Jan-20,Packing Line 04,2nd,0.983093262
21-Jan-20,Packing Line 04,2nd,0.968273621
22-Jan-20,Packing Line 04,2nd,0.988269806
23-Jan-20,Packing Line 04,2nd,0.956764221
24-Jan-20,Packing Line 04,2nd,0.9938311
27-Jan-20,Packing Line 04,2nd,0.978117447
28-Jan-20,Packing Line 04,2nd,0.960789566
29-Jan-20,Packing Line 04,2nd,0.959415054
30-Jan-20,Packing Line 04,2nd,0.996208115
31-Jan-20,Packing Line 04,2nd,0.964565506
3-Feb-20,Packing Line 04,2nd,0.967536774
4-Feb-20,Packing Line 04,2nd,0.969545975
5-Feb-20,Packing Line 04,2nd,0.969984436
6-Feb-20,Packing Line 04,2nd,0.979268799
7-Feb-20,Packing Line 04,2nd,0.968768311
10-Feb-20,Packing Line 04,2nd,0.978592529
11-Feb-20,Packing Line 04,2nd,0.979139023
12-Feb-20,Packing Line 04,2nd,0.980396118
13-Feb-20,Packing Line 04,2nd,0.968671265
14-Feb-20,Packing Line 04,2nd,0.968816986
17-Feb-20,Packing Line 04,2nd,0.964785728
18-Feb-20,Packing Line 04,2nd,0.958711319
19-Feb-20,Packing Line 04,2nd,0.974046605
20-Feb-20,Packing Line 04,2nd,0.964710083
21-Feb-20,Packing Line 04,2nd,0.966464157
24-Feb-20,Packing Line 04,2nd,0.968827896
25-Feb-20,Packing Line 04,2nd,0.959945068
26-Feb-20,Packing Line 04,2nd,0.967334213
27-Feb-20,Packing Line 04,2nd,0.969639473
28-Feb-20,Packing Line 04,2nd,0.965046692
29-Feb-20,Packing Line 04,2nd,0.968073463
2-Mar-20,Packing Line 04,2nd,0.975453949
3-Mar-20,Packing Line 04,2nd,0.982919846
4-Mar-20,Packing Line 04,2nd,0.973616486
5-Mar-20,Packing Line 04,2nd,0.975255814
6-Mar-20,Packing Line 04,2nd,0.740152912
7-Mar-20,Packing Line 04,2nd,0.985074768
8-Mar-20,Packing Line 04,2nd,0.982113571
9-Mar-20,Packing Line 04,2nd,0.968467865
10-Mar-20,Packing Line 04,2nd,0.979289322
11-Mar-20,Packing Line 04,2nd,0.976917572
12-Mar-20,Packing Line 04,2nd,0.97427681
13-Mar-20,Packing Line 04,2nd,0.955539627
14-Mar-20,Packing Line 04,2nd,0.98019577
15-Mar-20,Packing Line 04,2nd,0.984313049
16-Mar-20,Packing Line 04,2nd,0.973947601
17-Mar-20,Packing Line 04,2nd,0.988746262
18-Mar-20,Packing Line 04,2nd,0.98041626
19-Mar-20,Packing Line 04,2nd,0.965797729
20-Mar-20,Packing Line 04,2nd,0.985541153
21-Mar-20,Packing Line 04,2nd,0.9850383
22-Mar-20,Packing Line 04,2nd,0.916070824
23-Mar-20,Packing Line 04,2nd,0.950210266
24-Mar-20,Packing Line 04,2nd,0.975421677
25-Mar-20,Packing Line 04,2nd,0.948938904
26-Mar-20,Packing Line 04,2nd,0.960030746
27-Mar-20,Packing Line 04,2nd,0.987035599
28-Mar-20,Packing Line 04,2nd,0.995124435
29-Mar-20,Packing Line 04,2nd,0.987560654
30-Mar-20,Packing Line 04,2nd,1
31-Mar-20,Packing Line 04,2nd,1
1-Apr-20,Packing Line 04,2nd,1
2-Apr-20,Packing Line 04,2nd,1
3-Apr-20,Packing Line 04,2nd,1
6-Apr-20,Packing Line 04,2nd,1
7-Apr-20,Packing Line 04,2nd,1
8-Apr-20,Packing Line 04,2nd,1
9-Apr-20,Packing Line 04,2nd,1
10-Apr-20,Packing Line 04,2nd,1
3-Jan-20,Packing Line 04,1st,0.998530655
4-Jan-20,Packing Line 04,1st,0.994603577
6-Jan-20,Packing Line 04,1st,0.974022369
7-Jan-20,Packing Line 04,1st,0.98246666
8-Jan-20,Packing Line 04,1st,0.98211586
10-Jan-20,Packing Line 04,1st,0.975511436
11-Jan-20,Packing Line 04,1st,0.980112228
13-Jan-20,Packing Line 04,1st,0.983762741
14-Jan-20,Packing Line 04,1st,0.996315536
15-Jan-20,Packing Line 04,1st,0.941843491
16-Jan-20,Packing Line 04,1st,0.981078415
18-Jan-20,Packing Line 04,1st,0.982300873
20-Jan-20,Packing Line 04,1st,0.983002625
21-Jan-20,Packing Line 04,1st,0.986173477
22-Jan-20,Packing Line 04,1st,0.975707626
23-Jan-20,Packing Line 04,1st,0.983843002
24-Jan-20,Packing Line 04,1st,0.994052989
25-Jan-20,Packing Line 04,1st,0.974556046
27-Jan-20,Packing Line 04,1st,0.968121262
28-Jan-20,Packing Line 04,1st,0.977675247
29-Jan-20,Packing Line 04,1st,0.963463364
30-Jan-20,Packing Line 04,1st,0.982340317
31-Jan-20,Packing Line 04,1st,0.981560669
2-Feb-20,Packing Line 04,1st,0.960515289
4-Feb-20,Packing Line 04,1st,0.952887878
5-Feb-20,Packing Line 04,1st,0.979453049
6-Feb-20,Packing Line 04,1st,0.974965439
8-Feb-20,Packing Line 04,1st,0
11-Feb-20,Packing Line 04,1st,0.939828949
12-Feb-20,Packing Line 04,1st,0.977976837
13-Feb-20,Packing Line 04,1st,0.992599869
14-Feb-20,Packing Line 04,1st,0.95512001
17-Feb-20,Packing Line 04,1st,0.490129013
18-Feb-20,Packing Line 04,1st,0.957402954
19-Feb-20,Packing Line 04,1st,0.969519348
20-Feb-20,Packing Line 04,1st,0.987214661
21-Feb-20,Packing Line 04,1st,0.95275589
24-Feb-20,Packing Line 04,1st,0.965274048
25-Feb-20,Packing Line 04,1st,0.964379501
26-Feb-20,Packing Line 04,1st,0.972160873
27-Feb-20,Packing Line 04,1st,0.973208771
28-Feb-20,Packing Line 04,1st,0.95
29-Feb-20,Packing Line 04,1st,0.989888992
2-Mar-20,Packing Line 04,1st,0.983129425
3-Mar-20,Packing Line 04,1st,0.489180298
4-Mar-20,Packing Line 04,1st,0.979375432
5-Mar-20,Packing Line 04,1st,0.979613419
6-Mar-20,Packing Line 04,1st,0.985038757
7-Mar-20,Packing Line 04,1st,0.967741928
9-Mar-20,Packing Line 04,1st,0.984627686
10-Mar-20,Packing Line 04,1st,0.9612817
11-Mar-20,Packing Line 04,1st,0.735650196
12-Mar-20,Packing Line 04,1st,0.995080624
13-Mar-20,Packing Line 04,1st,0.975371704
14-Mar-20,Packing Line 04,1st,0.984538727
15-Mar-20,Packing Line 04,1st,0.992275467
16-Mar-20,Packing Line 04,1st,0.976255951
17-Mar-20,Packing Line 04,1st,0.97787365
18-Mar-20,Packing Line 04,1st,0.98462265
19-Mar-20,Packing Line 04,1st,0.984591789
20-Mar-20,Packing Line 04,1st,0.964997253
21-Mar-20,Packing Line 04,1st,0.976419086
22-Mar-20,Packing Line 04,1st,0.970340881
23-Mar-20,Packing Line 04,1st,0.969635696
24-Mar-20,Packing Line 04,1st,0.975218582
25-Mar-20,Packing Line 04,1st,0.9660849
26-Mar-20,Packing Line 04,1st,0.955300522
27-Mar-20,Packing Line 04,1st,0.962695618
28-Mar-20,Packing Line 04,1st,0.990812569
29-Mar-20,Packing Line 04,1st,0.95981369
30-Mar-20,Packing Line 04,1st,0.98456665
31-Mar-20,Packing Line 04,1st,1
1-Apr-20,Packing Line 04,1st,1
2-Apr-20,Packing Line 04,1st,1
3-Apr-20,Packing Line 04,1st,1
6-Apr-20,Packing Line 04,1st,1
7-Apr-20,Packing Line 04,1st,1
8-Apr-20,Packing Line 04,1st,1
9-Apr-20,Packing Line 04,1st,1
10-Apr-20,Packing Line 04,1st,1
4-Jan-20,Packing Line 05,3rd,0.996679459
6-Jan-20,Packing Line 05,3rd,1
7-Jan-20,Packing Line 05,3rd,1
8-Jan-20,Packing Line 05,3rd,0.998751551
10-Jan-20,Packing Line 05,3rd,0.997314377
11-Jan-20,Packing Line 05,3rd,1
14-Jan-20,Packing Line 05,3rd,0.996671753
15-Jan-20,Packing Line 05,3rd,1
16-Jan-20,Packing Line 05,3rd,0.995645218
17-Jan-20,Packing Line 05,3rd,0.994997635
18-Jan-20,Packing Line 05,3rd,0.990521317
21-Jan-20,Packing Line 05,3rd,1
24-Jan-20,Packing Line 05,3rd,0.997630844
27-Jan-20,Packing Line 05,3rd,0.999415359
28-Jan-20,Packing Line 05,3rd,1
29-Jan-20,Packing Line 05,3rd,0.994796371
30-Jan-20,Packing Line 05,3rd,0.996226425
3-Feb-20,Packing Line 05,3rd,0.999408798
4-Feb-20,Packing Line 05,3rd,1
5-Feb-20,Packing Line 05,3rd,0.998979568
6-Feb-20,Packing Line 05,3rd,0.996405869
7-Feb-20,Packing Line 05,3rd,0.991942673
10-Feb-20,Packing Line 05,3rd,0.989452896
11-Feb-20,Packing Line 05,3rd,1
12-Feb-20,Packing Line 05,3rd,0
13-Feb-20,Packing Line 05,3rd,0.99754425
14-Feb-20,Packing Line 05,3rd,0.989289551
17-Feb-20,Packing Line 05,3rd,0.988852692
18-Feb-20,Packing Line 05,3rd,0.990942039
19-Feb-20,Packing Line 05,3rd,0.989690704
20-Feb-20,Packing Line 05,3rd,0.995697327
23-Feb-20,Packing Line 05,3rd,0.985236549
24-Feb-20,Packing Line 05,3rd,0.976855011
25-Feb-20,Packing Line 05,3rd,0.996216888
26-Feb-20,Packing Line 05,3rd,0.988147202
27-Feb-20,Packing Line 05,3rd,0.99302597
29-Feb-20,Packing Line 05,3rd,0.995192413
2-Mar-20,Packing Line 05,3rd,0.992348938
3-Mar-20,Packing Line 05,3rd,0.983152924
4-Mar-20,Packing Line 05,3rd,1
5-Mar-20,Packing Line 05,3rd,0.999085464
6-Mar-20,Packing Line 05,3rd,0.994612579
7-Mar-20,Packing Line 05,3rd,0.986533051
8-Mar-20,Packing Line 05,3rd,1
9-Mar-20,Packing Line 05,3rd,0.983156586
10-Mar-20,Packing Line 05,3rd,0.978260956
12-Mar-20,Packing Line 05,3rd,0.998123322
13-Mar-20,Packing Line 05,3rd,0.998949509
14-Mar-20,Packing Line 05,3rd,0.989727173
16-Mar-20,Packing Line 05,3rd,0.91225174
17-Mar-20,Packing Line 05,3rd,0.785758133
18-Mar-20,Packing Line 05,3rd,0.876037445
22-Mar-20,Packing Line 05,3rd,0.918918915
25-Mar-20,Packing Line 05,3rd,0.950802536
26-Mar-20,Packing Line 05,3rd,0.97391304
1-Apr-20,Packing Line 05,3rd,1
3-Apr-20,Packing Line 05,3rd,1
6-Apr-20,Packing Line 05,3rd,1
7-Apr-20,Packing Line 05,3rd,1
8-Apr-20,Packing Line 05,3rd,1
9-Apr-20,Packing Line 05,3rd,1
2-Jan-20,Packing Line 05,2nd,0.997268753
3-Jan-20,Packing Line 05,2nd,0.996083527
4-Jan-20,Packing Line 05,2nd,0.996899414
6-Jan-20,Packing Line 05,2nd,0.999500961
8-Jan-20,Packing Line 05,2nd,1
9-Jan-20,Packing Line 05,2nd,1
10-Jan-20,Packing Line 05,2nd,0.996906891
11-Jan-20,Packing Line 05,2nd,0.999696045
13-Jan-20,Packing Line 05,2nd,0.996984863
14-Jan-20,Packing Line 05,2nd,0.999445343
15-Jan-20,Packing Line 05,2nd,1
16-Jan-20,Packing Line 05,2nd,0.998711853
17-Jan-20,Packing Line 05,2nd,0.997926788
18-Jan-20,Packing Line 05,2nd,0.996197662
20-Jan-20,Packing Line 05,2nd,0.998600388
21-Jan-20,Packing Line 05,2nd,1
23-Jan-20,Packing Line 05,2nd,0.999708557
24-Jan-20,Packing Line 05,2nd,0.996259918
27-Jan-20,Packing Line 05,2nd,1
28-Jan-20,Packing Line 05,2nd,0.998529434
29-Jan-20,Packing Line 05,2nd,0.995176086
30-Jan-20,Packing Line 05,2nd,0.999741821
31-Jan-20,Packing Line 05,2nd,0.997626343
3-Feb-20,Packing Line 05,2nd,1
4-Feb-20,Packing Line 05,2nd,1
5-Feb-20,Packing Line 05,2nd,0.998405342
6-Feb-20,Packing Line 05,2nd,0.998182907
7-Feb-20,Packing Line 05,2nd,0.989769821
10-Feb-20,Packing Line 05,2nd,0.989318008
11-Feb-20,Packing Line 05,2nd,0.996089249
12-Feb-20,Packing Line 05,2nd,0.994179688
13-Feb-20,Packing Line 05,2nd,0.994269142
14-Feb-20,Packing Line 05,2nd,0.990627213
17-Feb-20,Packing Line 05,2nd,0.988829346
18-Feb-20,Packing Line 05,2nd,0.992786865
19-Feb-20,Packing Line 05,2nd,0.981491165
20-Feb-20,Packing Line 05,2nd,0.985288696
21-Feb-20,Packing Line 05,2nd,0.977509766
24-Feb-20,Packing Line 05,2nd,0.989243774
25-Feb-20,Packing Line 05,2nd,0.990930939
26-Feb-20,Packing Line 05,2nd,0.987760773
27-Feb-20,Packing Line 05,2nd,0.496532593
2-Mar-20,Packing Line 05,2nd,0.660921758
3-Mar-20,Packing Line 05,2nd,0.985229492
4-Mar-20,Packing Line 05,2nd,0.99698288
5-Mar-20,Packing Line 05,2nd,0.996969681
6-Mar-20,Packing Line 05,2nd,0.990034866
7-Mar-20,Packing Line 05,2nd,0.986848335
8-Mar-20,Packing Line 05,2nd,0.986327438
9-Mar-20,Packing Line 05,2nd,0.985654984
10-Mar-20,Packing Line 05,2nd,0.981457367
11-Mar-20,Packing Line 05,2nd,0.988302689
12-Mar-20,Packing Line 05,2nd,0.996608734
13-Mar-20,Packing Line 05,2nd,0.991022263
14-Mar-20,Packing Line 05,2nd,0.995534821
15-Mar-20,Packing Line 05,2nd,0.993566132
16-Mar-20,Packing Line 05,2nd,0.925519104
18-Mar-20,Packing Line 05,2nd,0.874898453
20-Mar-20,Packing Line 05,2nd,0.896230698
21-Mar-20,Packing Line 05,2nd,0.900678482
22-Mar-20,Packing Line 05,2nd,0.608565089
23-Mar-20,Packing Line 05,2nd,0.919824753
24-Mar-20,Packing Line 05,2nd,0.898737335
25-Mar-20,Packing Line 05,2nd,0.918690135
26-Mar-20,Packing Line 05,2nd,0.950507584
29-Mar-20,Packing Line 05,2nd,0.919348145
30-Mar-20,Packing Line 05,2nd,1
31-Mar-20,Packing Line 05,2nd,1
1-Apr-20,Packing Line 05,2nd,1
3-Apr-20,Packing Line 05,2nd,1
6-Apr-20,Packing Line 05,2nd,1
7-Apr-20,Packing Line 05,2nd,1
8-Apr-20,Packing Line 05,2nd,1
9-Apr-20,Packing Line 05,2nd,1
2-Jan-20,Packing Line 05,1st,1
3-Jan-20,Packing Line 05,1st,0.995238113
4-Jan-20,Packing Line 05,1st,0.999071884
6-Jan-20,Packing Line 05,1st,0.998730698
7-Jan-20,Packing Line 05,1st,1
9-Jan-20,Packing Line 05,1st,0.998951797
11-Jan-20,Packing Line 05,1st,1
13-Jan-20,Packing Line 05,1st,1
14-Jan-20,Packing Line 05,1st,1
15-Jan-20,Packing Line 05,1st,0.997699585
16-Jan-20,Packing Line 05,1st,1
17-Jan-20,Packing Line 05,1st,0.997715378
18-Jan-20,Packing Line 05,1st,0.998746071
20-Jan-20,Packing Line 05,1st,0.997759552
21-Jan-20,Packing Line 05,1st,1
22-Jan-20,Packing Line 05,1st,0.999366302
23-Jan-20,Packing Line 05,1st,0.999611816
27-Jan-20,Packing Line 05,1st,0.99469696
28-Jan-20,Packing Line 05,1st,0.995319519
29-Jan-20,Packing Line 05,1st,1
30-Jan-20,Packing Line 05,1st,0.998410187
31-Jan-20,Packing Line 05,1st,0.997122269
4-Feb-20,Packing Line 05,1st,0.997319031
5-Feb-20,Packing Line 05,1st,1
6-Feb-20,Packing Line 05,1st,0.998366394
7-Feb-20,Packing Line 05,1st,0.99210556
10-Feb-20,Packing Line 05,1st,0.988166733
11-Feb-20,Packing Line 05,1st,0.991763535
12-Feb-20,Packing Line 05,1st,0.993346939
13-Feb-20,Packing Line 05,1st,0.988818817
14-Feb-20,Packing Line 05,1st,0.988198547
15-Feb-20,Packing Line 05,1st,0.987216263
17-Feb-20,Packing Line 05,1st,0.995165253
18-Feb-20,Packing Line 05,1st,0.497901154
19-Feb-20,Packing Line 05,1st,0.989475403
20-Feb-20,Packing Line 05,1st,0.993403549
21-Feb-20,Packing Line 05,1st,0.995326004
24-Feb-20,Packing Line 05,1st,0.997004776
25-Feb-20,Packing Line 05,1st,0.986037598
26-Feb-20,Packing Line 05,1st,0.988898697
28-Feb-20,Packing Line 05,1st,0.993029022
2-Mar-20,Packing Line 05,1st,0.991196594
4-Mar-20,Packing Line 05,1st,1
6-Mar-20,Packing Line 05,1st,1
7-Mar-20,Packing Line 05,1st,0.99040184
8-Mar-20,Packing Line 05,1st,0.995386734
9-Mar-20,Packing Line 05,1st,0.992840118
11-Mar-20,Packing Line 05,1st,0.986504288
12-Mar-20,Packing Line 05,1st,0.997646027
13-Mar-20,Packing Line 05,1st,0.995670166
14-Mar-20,Packing Line 05,1st,0.98661972
15-Mar-20,Packing Line 05,1st,1
16-Mar-20,Packing Line 05,1st,0.948114128
17-Mar-20,Packing Line 05,1st,0.901195552
18-Mar-20,Packing Line 05,1st,0.810866547
19-Mar-20,Packing Line 05,1st,0.921472244
20-Mar-20,Packing Line 05,1st,0.921301041
21-Mar-20,Packing Line 05,1st,0.920320396
22-Mar-20,Packing Line 05,1st,0.453672638
23-Mar-20,Packing Line 05,1st,0.924123535
24-Mar-20,Packing Line 05,1st,0.908354149
26-Mar-20,Packing Line 05,1st,0.959080149
27-Mar-20,Packing Line 05,1st,0.879061127
28-Mar-20,Packing Line 05,1st,0.923424988
29-Mar-20,Packing Line 05,1st,0.930765266
30-Mar-20,Packing Line 05,1st,0.965768051
31-Mar-20,Packing Line 05,1st,1
1-Apr-20,Packing Line 05,1st,1
6-Apr-20,Packing Line 05,1st,1
8-Apr-20,Packing Line 05,1st,1
2-Jan-20,Packing Line 06,3rd,0.994053574
3-Jan-20,Packing Line 06,3rd,0.997987518
4-Jan-20,Packing Line 06,3rd,0.99768837
6-Jan-20,Packing Line 06,3rd,0.994212952
7-Jan-20,Packing Line 06,3rd,0.995163803
8-Jan-20,Packing Line 06,3rd,0.998357391
9-Jan-20,Packing Line 06,3rd,0.998961487
10-Jan-20,Packing Line 06,3rd,0.993046265
11-Jan-20,Packing Line 06,3rd,0.999136162
13-Jan-20,Packing Line 06,3rd,0.995775604
14-Jan-20,Packing Line 06,3rd,0.998959656
15-Jan-20,Packing Line 06,3rd,0.998066788
16-Jan-20,Packing Line 06,3rd,0.999241562
17-Jan-20,Packing Line 06,3rd,0.995670319
18-Jan-20,Packing Line 06,3rd,0.99648674
20-Jan-20,Packing Line 06,3rd,0.98916275
21-Jan-20,Packing Line 06,3rd,0.999273071
22-Jan-20,Packing Line 06,3rd,0.998843384
23-Jan-20,Packing Line 06,3rd,0.999058075
24-Jan-20,Packing Line 06,3rd,0.998981895
27-Jan-20,Packing Line 06,3rd,0.965775719
28-Jan-20,Packing Line 06,3rd,0.996662369
29-Jan-20,Packing Line 06,3rd,0.989538879
30-Jan-20,Packing Line 06,3rd,0.998499451
31-Jan-20,Packing Line 06,3rd,0.948297882
3-Feb-20,Packing Line 06,3rd,0.999220276
4-Feb-20,Packing Line 06,3rd,0.986231689
5-Feb-20,Packing Line 06,3rd,0.99658638
6-Feb-20,Packing Line 06,3rd,0.999023972
7-Feb-20,Packing Line 06,3rd,0.998283005
10-Feb-20,Packing Line 06,3rd,0.997229614
11-Feb-20,Packing Line 06,3rd,0.987504578
12-Feb-20,Packing Line 06,3rd,0.995671654
13-Feb-20,Packing Line 06,3rd,0.996591797
14-Feb-20,Packing Line 06,3rd,0.992853012
15-Feb-20,Packing Line 06,3rd,0.989440155
16-Feb-20,Packing Line 06,3rd,0.990628204
17-Feb-20,Packing Line 06,3rd,0.995271835
18-Feb-20,Packing Line 06,3rd,0.999081421
19-Feb-20,Packing Line 06,3rd,0.993738251
20-Feb-20,Packing Line 06,3rd,0.999320831
21-Feb-20,Packing Line 06,3rd,0.998599396
23-Feb-20,Packing Line 06,3rd,0.998662735
24-Feb-20,Packing Line 06,3rd,0.997980957
25-Feb-20,Packing Line 06,3rd,0.997053909
26-Feb-20,Packing Line 06,3rd,0.99905838
27-Feb-20,Packing Line 06,3rd,0.99907753
28-Feb-20,Packing Line 06,3rd,0.99913044
29-Feb-20,Packing Line 06,3rd,0.999433365
2-Mar-20,Packing Line 06,3rd,0.999481354
3-Mar-20,Packing Line 06,3rd,0.998336029
4-Mar-20,Packing Line 06,3rd,0.996967545
5-Mar-20,Packing Line 06,3rd,1
6-Mar-20,Packing Line 06,3rd,1
7-Mar-20,Packing Line 06,3rd,0.984711647
8-Mar-20,Packing Line 06,3rd,0.995905457
9-Mar-20,Packing Line 06,3rd,0.99661171
10-Mar-20,Packing Line 06,3rd,0.993634109
11-Mar-20,Packing Line 06,3rd,0.998279419
12-Mar-20,Packing Line 06,3rd,0.996609726
13-Mar-20,Packing Line 06,3rd,0.998396149
14-Mar-20,Packing Line 06,3rd,0.996076202
15-Mar-20,Packing Line 06,3rd,0.996659317
16-Mar-20,Packing Line 06,3rd,0.996081543
17-Mar-20,Packing Line 06,3rd,0.996688995
18-Mar-20,Packing Line 06,3rd,0.998483429
19-Mar-20,Packing Line 06,3rd,0.998585358
20-Mar-20,Packing Line 06,3rd,0.997802048
21-Mar-20,Packing Line 06,3rd,0.498610687
22-Mar-20,Packing Line 06,3rd,0.986378174
23-Mar-20,Packing Line 06,3rd,0.995348816
24-Mar-20,Packing Line 06,3rd,0.999179687
25-Mar-20,Packing Line 06,3rd,0.990953598
26-Mar-20,Packing Line 06,3rd,0.99591835
27-Mar-20,Packing Line 06,3rd,0.998881836
28-Mar-20,Packing Line 06,3rd,0.99594101
29-Mar-20,Packing Line 06,3rd,0.994360352
30-Mar-20,Packing Line 06,3rd,1
31-Mar-20,Packing Line 06,3rd,1
1-Apr-20,Packing Line 06,3rd,1
2-Apr-20,Packing Line 06,3rd,1
3-Apr-20,Packing Line 06,3rd,1
6-Apr-20,Packing Line 06,3rd,1
7-Apr-20,Packing Line 06,3rd,1
8-Apr-20,Packing Line 06,3rd,1
9-Apr-20,Packing Line 06,3rd,1
2-Jan-20,Packing Line 06,2nd,0.994450226
3-Jan-20,Packing Line 06,2nd,0.997014313
4-Jan-20,Packing Line 06,2nd,0.996718826
6-Jan-20,Packing Line 06,2nd,0.979405594
7-Jan-20,Packing Line 06,2nd,0.989803696
8-Jan-20,Packing Line 06,2nd,0.998616791
9-Jan-20,Packing Line 06,2nd,0.999239998
10-Jan-20,Packing Line 06,2nd,0.996265793
11-Jan-20,Packing Line 06,2nd,0.996374588
13-Jan-20,Packing Line 06,2nd,0.998155212
14-Jan-20,Packing Line 06,2nd,0.998264389
15-Jan-20,Packing Line 06,2nd,0.993593903
16-Jan-20,Packing Line 06,2nd,0.998041
17-Jan-20,Packing Line 06,2nd,0.998207855
18-Jan-20,Packing Line 06,2nd,0.986789551
20-Jan-20,Packing Line 06,2nd,0.980444565
21-Jan-20,Packing Line 06,2nd,0.996127167
22-Jan-20,Packing Line 06,2nd,0.997667007
23-Jan-20,Packing Line 06,2nd,0.997193832
24-Jan-20,Packing Line 06,2nd,0.999026566
27-Jan-20,Packing Line 06,2nd,0.959354477
28-Jan-20,Packing Line 06,2nd,0.997205582
29-Jan-20,Packing Line 06,2nd,0.994661255
30-Jan-20,Packing Line 06,2nd,0.97942749
31-Jan-20,Packing Line 06,2nd,0.963372803
3-Feb-20,Packing Line 06,2nd,0.998517075
4-Feb-20,Packing Line 06,2nd,0.997119293
5-Feb-20,Packing Line 06,2nd,0.994633636
6-Feb-20,Packing Line 06,2nd,0.999139709
7-Feb-20,Packing Line 06,2nd,0.999384384
10-Feb-20,Packing Line 06,2nd,0.996386185
11-Feb-20,Packing Line 06,2nd,0.990215607
12-Feb-20,Packing Line 06,2nd,0.997082291
13-Feb-20,Packing Line 06,2nd,0.977153549
14-Feb-20,Packing Line 06,2nd,0.989274979
17-Feb-20,Packing Line 06,2nd,0.991424103
18-Feb-20,Packing Line 06,2nd,0.998956528
19-Feb-20,Packing Line 06,2nd,0.995346985
20-Feb-20,Packing Line 06,2nd,0.99717453
21-Feb-20,Packing Line 06,2nd,0.993443756
