Day of Start Time,Location Name,Shift Name,Avg. Availability
17-Mar-20,Packing Line 03,1st,0
18-Mar-20,Packing Line 03,1st,0
19-Mar-20,Packing Line 03,1st,0
22-Mar-20,Packing Line 03,1st,0
25-Mar-20,Packing Line 03,1st,0
26-Mar-20,Packing Line 03,1st,0
27-Mar-20,Packing Line 03,1st,0
28-Mar-20,Packing Line 03,1st,0.8988311
29-Mar-20,Packing Line 03,1st,0.85025013
30-Mar-20,Packing Line 03,1st,0.74378355
1-Apr-20,Packing Line 03,1st,0.937517357
2-Apr-20,Packing Line 03,1st,0.904592323
6-Apr-20,Packing Line 03,1st,1
7-Apr-20,Packing Line 03,1st,0.906538925
8-Apr-20,Packing Line 03,1st,0.426155806
9-Apr-20,Packing Line 03,1st,0.698370342
10-Apr-20,Packing Line 03,1st,0.703696747
2-Jan-20,Packing Line 04,3rd,0.940336558
3-Jan-20,Packing Line 04,3rd,0.97227356
4-Jan-20,Packing Line 04,3rd,0.990168991
6-Jan-20,Packing Line 04,3rd,0.959416275
7-Jan-20,Packing Line 04,3rd,0.841436462
8-Jan-20,Packing Line 04,3rd,0.593008766
9-Jan-20,Packing Line 04,3rd,0.471768188
10-Jan-20,Packing Line 04,3rd,0.968603897
11-Jan-20,Packing Line 04,3rd,1
13-Jan-20,Packing Line 04,3rd,0.933103104
14-Jan-20,Packing Line 04,3rd,0.823953171
15-Jan-20,Packing Line 04,3rd,0.933668289
16-Jan-20,Packing Line 04,3rd,0.440184898
17-Jan-20,Packing Line 04,3rd,0.935547562
18-Jan-20,Packing Line 04,3rd,0.880357056
20-Jan-20,Packing Line 04,3rd,0.887280884
21-Jan-20,Packing Line 04,3rd,0.876323853
22-Jan-20,Packing Line 04,3rd,0.922561951
23-Jan-20,Packing Line 04,3rd,0.97754097
24-Jan-20,Packing Line 04,3rd,0.966093674
27-Jan-20,Packing Line 04,3rd,0.964334564
28-Jan-20,Packing Line 04,3rd,0.973341675
29-Jan-20,Packing Line 04,3rd,0.800022227
30-Jan-20,Packing Line 04,3rd,0.819603119
31-Jan-20,Packing Line 04,3rd,1
1-Feb-20,Packing Line 04,3rd,1
3-Feb-20,Packing Line 04,3rd,0.976524506
4-Feb-20,Packing Line 04,3rd,0.996916199
5-Feb-20,Packing Line 04,3rd,0.990432167
6-Feb-20,Packing Line 04,3rd,1
7-Feb-20,Packing Line 04,3rd,1
8-Feb-20,Packing Line 04,3rd,0.350818558
10-Feb-20,Packing Line 04,3rd,0.879258728
11-Feb-20,Packing Line 04,3rd,1
12-Feb-20,Packing Line 04,3rd,0.756509304
13-Feb-20,Packing Line 04,3rd,1
14-Feb-20,Packing Line 04,3rd,0.822880707
16-Feb-20,Packing Line 04,3rd,0.987529678
17-Feb-20,Packing Line 04,3rd,0.932374496
18-Feb-20,Packing Line 04,3rd,0.738188858
19-Feb-20,Packing Line 04,3rd,0.940674591
20-Feb-20,Packing Line 04,3rd,1
23-Feb-20,Packing Line 04,3rd,0.706181946
24-Feb-20,Packing Line 04,3rd,0.953865356
25-Feb-20,Packing Line 04,3rd,1
26-Feb-20,Packing Line 04,3rd,1
27-Feb-20,Packing Line 04,3rd,1
28-Feb-20,Packing Line 04,3rd,1
29-Feb-20,Packing Line 04,3rd,0.96557518
3-Mar-20,Packing Line 04,3rd,0.89361702
4-Mar-20,Packing Line 04,3rd,0.973169174
5-Mar-20,Packing Line 04,3rd,0.781115646
6-Mar-20,Packing Line 04,3rd,0.968277918
7-Mar-20,Packing Line 04,3rd,1
9-Mar-20,Packing Line 04,3rd,1
10-Mar-20,Packing Line 04,3rd,0.993284302
11-Mar-20,Packing Line 04,3rd,1
12-Mar-20,Packing Line 04,3rd,0.836913223
13-Mar-20,Packing Line 04,3rd,0.984323578
14-Mar-20,Packing Line 04,3rd,1
15-Mar-20,Packing Line 04,3rd,0.838913803
16-Mar-20,Packing Line 04,3rd,0.992159576
17-Mar-20,Packing Line 04,3rd,0.997575912
18-Mar-20,Packing Line 04,3rd,0.943939896
20-Mar-20,Packing Line 04,3rd,0.76
21-Mar-20,Packing Line 04,3rd,0.705815811
22-Mar-20,Packing Line 04,3rd,0.804202805
23-Mar-20,Packing Line 04,3rd,0.917274017
24-Mar-20,Packing Line 04,3rd,1
25-Mar-20,Packing Line 04,3rd,0.942015915
26-Mar-20,Packing Line 04,3rd,0.707783966
27-Mar-20,Packing Line 04,3rd,0.952428131
28-Mar-20,Packing Line 04,3rd,0.901622925
29-Mar-20,Packing Line 04,3rd,0.856777382
30-Mar-20,Packing Line 04,3rd,0.897805557
1-Apr-20,Packing Line 04,3rd,0.593428831
2-Apr-20,Packing Line 04,3rd,0.934108353
3-Apr-20,Packing Line 04,3rd,0.701240692
6-Apr-20,Packing Line 04,3rd,0.978693886
7-Apr-20,Packing Line 04,3rd,0.92707901
8-Apr-20,Packing Line 04,3rd,1
9-Apr-20,Packing Line 04,3rd,0.880267639
2-Jan-20,Packing Line 04,2nd,0.860945206
3-Jan-20,Packing Line 04,2nd,0.610968895
4-Jan-20,Packing Line 04,2nd,0.999454498
6-Jan-20,Packing Line 04,2nd,0.785933075
7-Jan-20,Packing Line 04,2nd,0.78798584
8-Jan-20,Packing Line 04,2nd,0.875991364
9-Jan-20,Packing Line 04,2nd,0.869723282
10-Jan-20,Packing Line 04,2nd,0.755748558
11-Jan-20,Packing Line 04,2nd,0.583734665
13-Jan-20,Packing Line 04,2nd,0.978503876
14-Jan-20,Packing Line 04,2nd,0.866830673
15-Jan-20,Packing Line 04,2nd,0.935320435
16-Jan-20,Packing Line 04,2nd,0.675904007
17-Jan-20,Packing Line 04,2nd,0.905351563
18-Jan-20,Packing Line 04,2nd,0.903986359
20-Jan-20,Packing Line 04,2nd,0.657259858
21-Jan-20,Packing Line 04,2nd,0.587709198
22-Jan-20,Packing Line 04,2nd,0.724911957
23-Jan-20,Packing Line 04,2nd,0.184813881
24-Jan-20,Packing Line 04,2nd,0.978790741
27-Jan-20,Packing Line 04,2nd,0.986244202
28-Jan-20,Packing Line 04,2nd,0.964426727
29-Jan-20,Packing Line 04,2nd,0.978485031
30-Jan-20,Packing Line 04,2nd,0.982376862
31-Jan-20,Packing Line 04,2nd,0.991184006
3-Feb-20,Packing Line 04,2nd,1
4-Feb-20,Packing Line 04,2nd,0.932408142
5-Feb-20,Packing Line 04,2nd,0.748859558
6-Feb-20,Packing Line 04,2nd,0.874665298
7-Feb-20,Packing Line 04,2nd,0.938509674
10-Feb-20,Packing Line 04,2nd,0.939254608
11-Feb-20,Packing Line 04,2nd,0.855234909
12-Feb-20,Packing Line 04,2nd,0.782698746
13-Feb-20,Packing Line 04,2nd,0.901563263
14-Feb-20,Packing Line 04,2nd,0.949851608
17-Feb-20,Packing Line 04,2nd,0.767097588
18-Feb-20,Packing Line 04,2nd,0.982143555
19-Feb-20,Packing Line 04,2nd,0.956870855
20-Feb-20,Packing Line 04,2nd,0.935210419
21-Feb-20,Packing Line 04,2nd,0.872719574
24-Feb-20,Packing Line 04,2nd,0.924017868
25-Feb-20,Packing Line 04,2nd,0.908033524
26-Feb-20,Packing Line 04,2nd,0.93949173
27-Feb-20,Packing Line 04,2nd,0.959048195
28-Feb-20,Packing Line 04,2nd,0.995022278
29-Feb-20,Packing Line 04,2nd,1
2-Mar-20,Packing Line 04,2nd,0.908377991
3-Mar-20,Packing Line 04,2nd,0.856577454
4-Mar-20,Packing Line 04,2nd,0.693172913
5-Mar-20,Packing Line 04,2nd,0.995981903
6-Mar-20,Packing Line 04,2nd,0.619081078
7-Mar-20,Packing Line 04,2nd,0.866325073
8-Mar-20,Packing Line 04,2nd,0.863429413
9-Mar-20,Packing Line 04,2nd,1
10-Mar-20,Packing Line 04,2nd,0.966679916
11-Mar-20,Packing Line 04,2nd,0.964689484
12-Mar-20,Packing Line 04,2nd,0.931625061
13-Mar-20,Packing Line 04,2nd,0.966720963
14-Mar-20,Packing Line 04,2nd,0.965207901
15-Mar-20,Packing Line 04,2nd,0.999818954
16-Mar-20,Packing Line 04,2nd,0.926435852
17-Mar-20,Packing Line 04,2nd,0.985662994
18-Mar-20,Packing Line 04,2nd,0.889129791
19-Mar-20,Packing Line 04,2nd,0.927292557
20-Mar-20,Packing Line 04,2nd,0.746787415
21-Mar-20,Packing Line 04,2nd,0.966390305
22-Mar-20,Packing Line 04,2nd,1
23-Mar-20,Packing Line 04,2nd,0.959549828
24-Mar-20,Packing Line 04,2nd,0.821958466
25-Mar-20,Packing Line 04,2nd,0.885317612
26-Mar-20,Packing Line 04,2nd,0.914386902
27-Mar-20,Packing Line 04,2nd,1
28-Mar-20,Packing Line 04,2nd,0.860917358
29-Mar-20,Packing Line 04,2nd,0.923306808
30-Mar-20,Packing Line 04,2nd,0.987449799
31-Mar-20,Packing Line 04,2nd,0.963828735
1-Apr-20,Packing Line 04,2nd,0.975971985
2-Apr-20,Packing Line 04,2nd,0.988370743
3-Apr-20,Packing Line 04,2nd,0.956637421
6-Apr-20,Packing Line 04,2nd,1
7-Apr-20,Packing Line 04,2nd,0.996628189
8-Apr-20,Packing Line 04,2nd,0.975281601
9-Apr-20,Packing Line 04,2nd,0.981844025
10-Apr-20,Packing Line 04,2nd,0.928004875
3-Jan-20,Packing Line 04,1st,0.723193512
4-Jan-20,Packing Line 04,1st,1
6-Jan-20,Packing Line 04,1st,0.837194748
7-Jan-20,Packing Line 04,1st,0.947964935
8-Jan-20,Packing Line 04,1st,0.907444458
10-Jan-20,Packing Line 04,1st,0.962791481
11-Jan-20,Packing Line 04,1st,0.670967026
13-Jan-20,Packing Line 04,1st,0.838789139
14-Jan-20,Packing Line 04,1st,0.897606354
15-Jan-20,Packing Line 04,1st,0.618422623
16-Jan-20,Packing Line 04,1st,0.661485825
18-Jan-20,Packing Line 04,1st,0.667124939
20-Jan-20,Packing Line 04,1st,1
21-Jan-20,Packing Line 04,1st,0.949539566
22-Jan-20,Packing Line 04,1st,0.751285858
23-Jan-20,Packing Line 04,1st,0.946732025
24-Jan-20,Packing Line 04,1st,0.936094004
25-Jan-20,Packing Line 04,1st,1
27-Jan-20,Packing Line 04,1st,0.760379791
28-Jan-20,Packing Line 04,1st,0.833932419
29-Jan-20,Packing Line 04,1st,0.995506134
30-Jan-20,Packing Line 04,1st,0.814536362
31-Jan-20,Packing Line 04,1st,0.934784927
2-Feb-20,Packing Line 04,1st,0.94810585
4-Feb-20,Packing Line 04,1st,0.653517761
5-Feb-20,Packing Line 04,1st,0.779180984
6-Feb-20,Packing Line 04,1st,0.749468536
8-Feb-20,Packing Line 04,1st,1
11-Feb-20,Packing Line 04,1st,0.585971756
12-Feb-20,Packing Line 04,1st,0.552777786
13-Feb-20,Packing Line 04,1st,0.683651505
14-Feb-20,Packing Line 04,1st,0.745439148
17-Feb-20,Packing Line 04,1st,0.745680485
18-Feb-20,Packing Line 04,1st,0.928303223
19-Feb-20,Packing Line 04,1st,0.852757263
20-Feb-20,Packing Line 04,1st,0.616662369
21-Feb-20,Packing Line 04,1st,0.983044815
24-Feb-20,Packing Line 04,1st,0.998143463
25-Feb-20,Packing Line 04,1st,0.918870239
26-Feb-20,Packing Line 04,1st,0.97147583
27-Feb-20,Packing Line 04,1st,0.824841003
28-Feb-20,Packing Line 04,1st,0.922617493
29-Feb-20,Packing Line 04,1st,0.8396595
2-Mar-20,Packing Line 04,1st,0.714928894
3-Mar-20,Packing Line 04,1st,0.456004944
4-Mar-20,Packing Line 04,1st,0.915821126
5-Mar-20,Packing Line 04,1st,0.788205948
6-Mar-20,Packing Line 04,1st,0.978382416
7-Mar-20,Packing Line 04,1st,0.89391922
9-Mar-20,Packing Line 04,1st,0.953137131
10-Mar-20,Packing Line 04,1st,0.968726311
11-Mar-20,Packing Line 04,1st,0.365835307
12-Mar-20,Packing Line 04,1st,0.703345401
13-Mar-20,Packing Line 04,1st,0.984582214
14-Mar-20,Packing Line 04,1st,0.864699097
15-Mar-20,Packing Line 04,1st,0.856842346
16-Mar-20,Packing Line 04,1st,0.893032837
17-Mar-20,Packing Line 04,1st,0.666454334
18-Mar-20,Packing Line 04,1st,1
19-Mar-20,Packing Line 04,1st,0.828423653
20-Mar-20,Packing Line 04,1st,0.930951233
21-Mar-20,Packing Line 04,1st,0.808820305
22-Mar-20,Packing Line 04,1st,0.809737434
23-Mar-20,Packing Line 04,1st,0.922813339
24-Mar-20,Packing Line 04,1st,0.858266869
25-Mar-20,Packing Line 04,1st,0.931134262
26-Mar-20,Packing Line 04,1st,0.901291428
27-Mar-20,Packing Line 04,1st,0.881817474
28-Mar-20,Packing Line 04,1st,0.951218643
29-Mar-20,Packing Line 04,1st,0.79211441
30-Mar-20,Packing Line 04,1st,0.971582642
31-Mar-20,Packing Line 04,1st,0.4867099
1-Apr-20,Packing Line 04,1st,0.682366467
2-Apr-20,Packing Line 04,1st,0.872864647
3-Apr-20,Packing Line 04,1st,0.708428853
6-Apr-20,Packing Line 04,1st,0.880999603
7-Apr-20,Packing Line 04,1st,0.72797493
8-Apr-20,Packing Line 04,1st,0.930996373
9-Apr-20,Packing Line 04,1st,1
10-Apr-20,Packing Line 04,1st,0.779059982
4-Jan-20,Packing Line 05,3rd,0.625922318
6-Jan-20,Packing Line 05,3rd,0.924289093
7-Jan-20,Packing Line 05,3rd,0.839041824
8-Jan-20,Packing Line 05,3rd,0.835210571
10-Jan-20,Packing Line 05,3rd,0.985659103
11-Jan-20,Packing Line 05,3rd,1
14-Jan-20,Packing Line 05,3rd,0.766205215
15-Jan-20,Packing Line 05,3rd,0.570796509
16-Jan-20,Packing Line 05,3rd,0.993454514
17-Jan-20,Packing Line 05,3rd,1
18-Jan-20,Packing Line 05,3rd,0.270157928
21-Jan-20,Packing Line 05,3rd,0.661394958
24-Jan-20,Packing Line 05,3rd,0.850075734
27-Jan-20,Packing Line 05,3rd,0.881915741
28-Jan-20,Packing Line 05,3rd,0.980832062
29-Jan-20,Packing Line 05,3rd,0.975579834
30-Jan-20,Packing Line 05,3rd,0.983660278
3-Feb-20,Packing Line 05,3rd,0.99009903
4-Feb-20,Packing Line 05,3rd,0.670787964
5-Feb-20,Packing Line 05,3rd,0.56158741
6-Feb-20,Packing Line 05,3rd,0.603420563
7-Feb-20,Packing Line 05,3rd,0.931573563
10-Feb-20,Packing Line 05,3rd,0.950752335
11-Feb-20,Packing Line 05,3rd,0.4176334
12-Feb-20,Packing Line 05,3rd,0
13-Feb-20,Packing Line 05,3rd,0.929483261
14-Feb-20,Packing Line 05,3rd,0.943842926
17-Feb-20,Packing Line 05,3rd,0.986962357
18-Feb-20,Packing Line 05,3rd,0.871114159
19-Feb-20,Packing Line 05,3rd,0.677601776
20-Feb-20,Packing Line 05,3rd,0.535930977
23-Feb-20,Packing Line 05,3rd,0.913425064
24-Feb-20,Packing Line 05,3rd,1
25-Feb-20,Packing Line 05,3rd,1
26-Feb-20,Packing Line 05,3rd,0.886722412
27-Feb-20,Packing Line 05,3rd,1
29-Feb-20,Packing Line 05,3rd,0.551787567
2-Mar-20,Packing Line 05,3rd,0.786682205
3-Mar-20,Packing Line 05,3rd,0.913799286
4-Mar-20,Packing Line 05,3rd,0.641368256
5-Mar-20,Packing Line 05,3rd,0.814774551
6-Mar-20,Packing Line 05,3rd,0.48032795
7-Mar-20,Packing Line 05,3rd,1
8-Mar-20,Packing Line 05,3rd,1
9-Mar-20,Packing Line 05,3rd,0.730734711
10-Mar-20,Packing Line 05,3rd,1
12-Mar-20,Packing Line 05,3rd,0.925436554
13-Mar-20,Packing Line 05,3rd,0.927816467
14-Mar-20,Packing Line 05,3rd,0.793928299
16-Mar-20,Packing Line 05,3rd,0.966819534
17-Mar-20,Packing Line 05,3rd,0.670075607
18-Mar-20,Packing Line 05,3rd,0.961922379
22-Mar-20,Packing Line 05,3rd,1
25-Mar-20,Packing Line 05,3rd,0.982270966
26-Mar-20,Packing Line 05,3rd,1
1-Apr-20,Packing Line 05,3rd,0.779562988
3-Apr-20,Packing Line 05,3rd,0.987308311
6-Apr-20,Packing Line 05,3rd,0.596736603
7-Apr-20,Packing Line 05,3rd,0.45833168
8-Apr-20,Packing Line 05,3rd,0.963266258
9-Apr-20,Packing Line 05,3rd,0.053911586
2-Jan-20,Packing Line 05,2nd,0.784940414
3-Jan-20,Packing Line 05,2nd,0.162229614
4-Jan-20,Packing Line 05,2nd,0.946915207
6-Jan-20,Packing Line 05,2nd,0.48863636
8-Jan-20,Packing Line 05,2nd,0.976180573
9-Jan-20,Packing Line 05,2nd,0.25061151
10-Jan-20,Packing Line 05,2nd,0.749540787
11-Jan-20,Packing Line 05,2nd,0.842465363
13-Jan-20,Packing Line 05,2nd,0.681353607
14-Jan-20,Packing Line 05,2nd,0.620237122
15-Jan-20,Packing Line 05,2nd,0.962932205
16-Jan-20,Packing Line 05,2nd,1
17-Jan-20,Packing Line 05,2nd,0.724134064
18-Jan-20,Packing Line 05,2nd,0.096865234
20-Jan-20,Packing Line 05,2nd,0.247750683
21-Jan-20,Packing Line 05,2nd,0.542191696
23-Jan-20,Packing Line 05,2nd,0.626685905
24-Jan-20,Packing Line 05,2nd,0.750887299
27-Jan-20,Packing Line 05,2nd,0.926607285
28-Jan-20,Packing Line 05,2nd,0.671659622
29-Jan-20,Packing Line 05,2nd,0.732436523
30-Jan-20,Packing Line 05,2nd,0.794529877
31-Jan-20,Packing Line 05,2nd,0.75313858
3-Feb-20,Packing Line 05,2nd,0.914667435
4-Feb-20,Packing Line 05,2nd,0.62603816
5-Feb-20,Packing Line 05,2nd,0.799074249
6-Feb-20,Packing Line 05,2nd,0.980221939
7-Feb-20,Packing Line 05,2nd,0.858778839
10-Feb-20,Packing Line 05,2nd,0.676484222
11-Feb-20,Packing Line 05,2nd,0.753875656
12-Feb-20,Packing Line 05,2nd,0.551238937
13-Feb-20,Packing Line 05,2nd,0.617820797
14-Feb-20,Packing Line 05,2nd,0.921703186
17-Feb-20,Packing Line 05,2nd,0.931003876
18-Feb-20,Packing Line 05,2nd,0.488861008
19-Feb-20,Packing Line 05,2nd,0.548963013
20-Feb-20,Packing Line 05,2nd,0.375015602
21-Feb-20,Packing Line 05,2nd,0.90433548
24-Feb-20,Packing Line 05,2nd,0.688008041
25-Feb-20,Packing Line 05,2nd,0.925969925
26-Feb-20,Packing Line 05,2nd,0.673854446
27-Feb-20,Packing Line 05,2nd,0.324711266
2-Mar-20,Packing Line 05,2nd,0.534779231
3-Mar-20,Packing Line 05,2nd,0.969196014
4-Mar-20,Packing Line 05,2nd,0.719672775
5-Mar-20,Packing Line 05,2nd,0.548459892
6-Mar-20,Packing Line 05,2nd,0.790345917
7-Mar-20,Packing Line 05,2nd,0.97485424
8-Mar-20,Packing Line 05,2nd,0.911669617
9-Mar-20,Packing Line 05,2nd,0.496580887
10-Mar-20,Packing Line 05,2nd,0.506920395
11-Mar-20,Packing Line 05,2nd,0.916983948
12-Mar-20,Packing Line 05,2nd,0.954688263
13-Mar-20,Packing Line 05,2nd,0.633101959
14-Mar-20,Packing Line 05,2nd,0.792902603
15-Mar-20,Packing Line 05,2nd,0.243066368
16-Mar-20,Packing Line 05,2nd,0.760211105
18-Mar-20,Packing Line 05,2nd,0.999546432
20-Mar-20,Packing Line 05,2nd,0.955303879
21-Mar-20,Packing Line 05,2nd,0.853678207
22-Mar-20,Packing Line 05,2nd,0.826222534
23-Mar-20,Packing Line 05,2nd,0.862904434
24-Mar-20,Packing Line 05,2nd,0.955178299
25-Mar-20,Packing Line 05,2nd,0.744276403
26-Mar-20,Packing Line 05,2nd,0.624181671
29-Mar-20,Packing Line 05,2nd,0.887687225
30-Mar-20,Packing Line 05,2nd,0.997214508
31-Mar-20,Packing Line 05,2nd,0.885018082
1-Apr-20,Packing Line 05,2nd,0.963967247
3-Apr-20,Packing Line 05,2nd,0.85772316
6-Apr-20,Packing Line 05,2nd,0.751458054
7-Apr-20,Packing Line 05,2nd,0.946215363
8-Apr-20,Packing Line 05,2nd,0.997625198
9-Apr-20,Packing Line 05,2nd,0.832225189
2-Jan-20,Packing Line 05,1st,0.640518265
3-Jan-20,Packing Line 05,1st,0.988178406
4-Jan-20,Packing Line 05,1st,0.91080719
6-Jan-20,Packing Line 05,1st,0.754905167
7-Jan-20,Packing Line 05,1st,0.859482536
9-Jan-20,Packing Line 05,1st,0.500865059
11-Jan-20,Packing Line 05,1st,0.604624214
13-Jan-20,Packing Line 05,1st,0.246984291
14-Jan-20,Packing Line 05,1st,0.711815567
15-Jan-20,Packing Line 05,1st,0.946530914
16-Jan-20,Packing Line 05,1st,0.904637909
17-Jan-20,Packing Line 05,1st,0.969520721
18-Jan-20,Packing Line 05,1st,0.874079819
20-Jan-20,Packing Line 05,1st,0.295933876
21-Jan-20,Packing Line 05,1st,0.377110291
22-Jan-20,Packing Line 05,1st,0.750927773
23-Jan-20,Packing Line 05,1st,0.960724411
27-Jan-20,Packing Line 05,1st,0.66064743
28-Jan-20,Packing Line 05,1st,0.805592804
29-Jan-20,Packing Line 05,1st,0.5623629
30-Jan-20,Packing Line 05,1st,0.260036411
31-Jan-20,Packing Line 05,1st,0.462662201
4-Feb-20,Packing Line 05,1st,0.761985703
5-Feb-20,Packing Line 05,1st,0.767501984
6-Feb-20,Packing Line 05,1st,0.596274376
7-Feb-20,Packing Line 05,1st,0.953849716
10-Feb-20,Packing Line 05,1st,0.64160759
11-Feb-20,Packing Line 05,1st,0.853848648
12-Feb-20,Packing Line 05,1st,0.650954056
13-Feb-20,Packing Line 05,1st,0.671131973
14-Feb-20,Packing Line 05,1st,0.956767349
15-Feb-20,Packing Line 05,1st,1
17-Feb-20,Packing Line 05,1st,0.723632374
18-Feb-20,Packing Line 05,1st,0.926064682
19-Feb-20,Packing Line 05,1st,0.8735495
20-Feb-20,Packing Line 05,1st,0.612856369
21-Feb-20,Packing Line 05,1st,0.818621521
24-Feb-20,Packing Line 05,1st,0.670609894
25-Feb-20,Packing Line 05,1st,0.824375153
26-Feb-20,Packing Line 05,1st,0.806694717
28-Feb-20,Packing Line 05,1st,0.835356522
2-Mar-20,Packing Line 05,1st,0.770618134
4-Mar-20,Packing Line 05,1st,0.641701202
6-Mar-20,Packing Line 05,1st,0.50874321
7-Mar-20,Packing Line 05,1st,0.718360214
8-Mar-20,Packing Line 05,1st,0.992396431
9-Mar-20,Packing Line 05,1st,0.595469246
11-Mar-20,Packing Line 05,1st,0.59704258
12-Mar-20,Packing Line 05,1st,0.929185181
13-Mar-20,Packing Line 05,1st,0.874881897
14-Mar-20,Packing Line 05,1st,0.821890717
15-Mar-20,Packing Line 05,1st,1
16-Mar-20,Packing Line 05,1st,0.582440357
17-Mar-20,Packing Line 05,1st,0.93922198
18-Mar-20,Packing Line 05,1st,0.36142224
19-Mar-20,Packing Line 05,1st,0.868775978
20-Mar-20,Packing Line 05,1st,0.954336739
21-Mar-20,Packing Line 05,1st,0.870631523
22-Mar-20,Packing Line 05,1st,0.484897461
23-Mar-20,Packing Line 05,1st,0.885742493
24-Mar-20,Packing Line 05,1st,0.660376968
26-Mar-20,Packing Line 05,1st,0.773952904
27-Mar-20,Packing Line 05,1st,0.760549812
28-Mar-20,Packing Line 05,1st,0.815910774
29-Mar-20,Packing Line 05,1st,0.809441643
30-Mar-20,Packing Line 05,1st,0.814531275
31-Mar-20,Packing Line 05,1st,0.790520821
1-Apr-20,Packing Line 05,1st,0.930159454
6-Apr-20,Packing Line 05,1st,0.712007256
8-Apr-20,Packing Line 05,1st,0.841379547
2-Jan-20,Packing Line 06,3rd,0.844034805
3-Jan-20,Packing Line 06,3rd,0.919497604
4-Jan-20,Packing Line 06,3rd,0.792734604
6-Jan-20,Packing Line 06,3rd,0.787054749
7-Jan-20,Packing Line 06,3rd,0.791227112
8-Jan-20,Packing Line 06,3rd,0.905643845
9-Jan-20,Packing Line 06,3rd,0.936253815
10-Jan-20,Packing Line 06,3rd,0.884463043
11-Jan-20,Packing Line 06,3rd,0.962384033
13-Jan-20,Packing Line 06,3rd,0.889089661
14-Jan-20,Packing Line 06,3rd,0.949255142
15-Jan-20,Packing Line 06,3rd,0.833616524
16-Jan-20,Packing Line 06,3rd,0.892872467
17-Jan-20,Packing Line 06,3rd,0.784898071
18-Jan-20,Packing Line 06,3rd,0.931986008
20-Jan-20,Packing Line 06,3rd,0.89087532
21-Jan-20,Packing Line 06,3rd,0.876965866
22-Jan-20,Packing Line 06,3rd,0.661137543
23-Jan-20,Packing Line 06,3rd,0.904245148
24-Jan-20,Packing Line 06,3rd,0.979230194
27-Jan-20,Packing Line 06,3rd,1
28-Jan-20,Packing Line 06,3rd,0.890500946
29-Jan-20,Packing Line 06,3rd,0.923547516
30-Jan-20,Packing Line 06,3rd,0.856191483
31-Jan-20,Packing Line 06,3rd,0.755809402
3-Feb-20,Packing Line 06,3rd,0.843866501
4-Feb-20,Packing Line 06,3rd,0.787997208
5-Feb-20,Packing Line 06,3rd,0.859139252
6-Feb-20,Packing Line 06,3rd,0.85255722
7-Feb-20,Packing Line 06,3rd,0.958986969
10-Feb-20,Packing Line 06,3rd,0.91042366
11-Feb-20,Packing Line 06,3rd,0.794564972
12-Feb-20,Packing Line 06,3rd,0.95827179
13-Feb-20,Packing Line 06,3rd,0.950019455
14-Feb-20,Packing Line 06,3rd,0.972692947
15-Feb-20,Packing Line 06,3rd,1
16-Feb-20,Packing Line 06,3rd,0.781674271
17-Feb-20,Packing Line 06,3rd,0.860250397
18-Feb-20,Packing Line 06,3rd,0.959007034
19-Feb-20,Packing Line 06,3rd,0.938377533
20-Feb-20,Packing Line 06,3rd,0.928988266
21-Feb-20,Packing Line 06,3rd,0.785476227
23-Feb-20,Packing Line 06,3rd,0.929076706
24-Feb-20,Packing Line 06,3rd,0.873733826
25-Feb-20,Packing Line 06,3rd,0.724597015
26-Feb-20,Packing Line 06,3rd,0.975183029
27-Feb-20,Packing Line 06,3rd,0.907567825
28-Feb-20,Packing Line 06,3rd,0.937920685
29-Feb-20,Packing Line 06,3rd,0.987927094
2-Mar-20,Packing Line 06,3rd,0.859698181
3-Mar-20,Packing Line 06,3rd,0.93326416
4-Mar-20,Packing Line 06,3rd,0.902918854
5-Mar-20,Packing Line 06,3rd,0.93370163
6-Mar-20,Packing Line 06,3rd,0.992047272
7-Mar-20,Packing Line 06,3rd,0.653821373
8-Mar-20,Packing Line 06,3rd,0.910415344
9-Mar-20,Packing Line 06,3rd,0.934001999
10-Mar-20,Packing Line 06,3rd,0.911684799
11-Mar-20,Packing Line 06,3rd,0.92083046
12-Mar-20,Packing Line 06,3rd,0.998308334
13-Mar-20,Packing Line 06,3rd,1
14-Mar-20,Packing Line 06,3rd,0.790871315
15-Mar-20,Packing Line 06,3rd,0.94685051
16-Mar-20,Packing Line 06,3rd,0.365827255
17-Mar-20,Packing Line 06,3rd,0.767490387
18-Mar-20,Packing Line 06,3rd,1
19-Mar-20,Packing Line 06,3rd,0.745260391
20-Mar-20,Packing Line 06,3rd,0.729906616
21-Mar-20,Packing Line 06,3rd,0.424555016
22-Mar-20,Packing Line 06,3rd,0.473898811
23-Mar-20,Packing Line 06,3rd,0.438772545
24-Mar-20,Packing Line 06,3rd,0.634716492
25-Mar-20,Packing Line 06,3rd,0.868380203
26-Mar-20,Packing Line 06,3rd,0.59756546
27-Mar-20,Packing Line 06,3rd,0.816023941
28-Mar-20,Packing Line 06,3rd,0.903750153
29-Mar-20,Packing Line 06,3rd,0.881008224
30-Mar-20,Packing Line 06,3rd,0.892802277
31-Mar-20,Packing Line 06,3rd,0.333536568
1-Apr-20,Packing Line 06,3rd,1
2-Apr-20,Packing Line 06,3rd,0.754736277
3-Apr-20,Packing Line 06,3rd,0.228878899
6-Apr-20,Packing Line 06,3rd,0.710634155
7-Apr-20,Packing Line 06,3rd,0.774958344
